Name,IF,IFDenseRank,IFMinRank
path,85341.68990634756,1.0,1.0
contract,84070.02289281998,2.0,2.0
qualiti,83362.62643080125,3.0,3.0
node,81803.32154006243,4.0,4.0
isp,77290.65556711759,5.0,5.0
rout,77203.35171696151,6.0,6.0
network,76486.22476586889,7.0,7.0
monitor,73473.64620187305,8.0,8.0
innov,73275.48387096774,9.0,9.0
data,66705.43600416233,10.0,10.0
requir,61370.470343392306,11.0,11.0
proof,59436.75858480749,12.0,12.0
cheat,58603.9365244537,13.0,13.0
competit,58580.42559833507,14.0,14.0
payment,58506.13943808532,15.0,15.0
time,57354.106139438074,16.0,16.0
rest,57163.35796045785,17.0,17.0
sourc,55523.71592091571,18.0,18.0
punish,55341.87200832466,19.0,19.0
system,54297.38085327783,20.0,20.0
claim,54078.861602497396,21.0,21.0
model,53874.76586888657,22.0,22.0
servic,53485.09573361082,23.0,23.0
hop,53229.15192507804,24.0,24.0
game,52984.01144640998,25.0,25.0
price,51814.43288241415,26.0,26.0
includ,50355.983350676375,27.0,27.0
cheater,49040.274713839746,28.0,28.0
account,48709.26326742976,29.0,29.0
cost,47667.585848074916,30.0,30.0
provid,47641.05098855359,31.0,31.0
equilibrium,47404.31425598334,32.0,32.0
mechan,47244.77003121748,33.0,33.0
support,46762.36732570239,34.0,34.0
show,46114.76170655567,35.0,35.0
design,45037.93548387096,36.0,36.0
inform,44947.65868886576,37.0,37.0
order,44361.590010405824,38.0,38.0
gener,43548.63683662851,39.0,39.0
optim,43477.20083246618,40.0,40.0
make,42941.23413111342,41.0,41.0
lack,41603.60041623309,42.0,42.0
futur,41273.01040582726,43.0,43.0
motiv,41228.17169614984,44.0,44.0
player,41104.68262226847,45.0,45.0
packet,40762.64308012487,46.0,46.0
invest,40418.67845993756,47.0,47.0
internet,40324.8376690947,48.0,48.0
profit,39739.741935483864,49.0,49.0
least,39645.69094693028,50.0,50.0
ropc,38724.18522372529,51.0,51.0
behavior,38686.55150884495,52.0,52.0
give,38452.620187304885,53.0,53.0
characterist,37584.04162330905,54.0,54.0
section,37124.180020811655,55.0,55.0
increas,36898.88657648282,56.0,56.0
call,36857.28407908428,57.0,57.0
commodit,36666.45577523413,58.0,58.0
research,36423.98543184183,59.0,59.0
case,36280.089490114464,60.0,60.0
studi,36020.32882414152,61.0,61.0
end,35975.94276795005,62.0,62.0
long,35862.81581685744,63.0,63.0
select,35676.53798126951,64.0,64.0
flow,35584.38293444328,65.0,65.0
properti,35512.64308012487,66.0,66.0
drop,35337.362122788756,67.0,67.0
creat,35222.709677419356,68.0,68.0
improv,35171.26638917794,69.0,69.0
present,35123.81893860562,70.0,70.0
base,34952.14151925078,71.0,71.0
argu,34914.57440166493,72.0,72.0
verifi,34799.1779396462,73.0,73.0
form,34613.665972944844,74.0,74.0
decis,34276.445369406865,75.0,75.0
algorithm,34215.26638917794,76.0,76.0
result,33978.96982310094,77.0,77.0
destin,33863.62539021852,78.0,78.0
measur,33750.39438085327,79.0,79.0
maintain,33476.33090530697,80.0,80.0
endus,33458.38293444328,81.0,81.0
implement,33221.86056191467,82.0,82.0
mean,33206.08740894901,83.0,83.0
assumpt,32798.8459937565,84.0,84.0
offer,32736.843912591048,85.0,85.0
strategi,32725.211238293443,86.0,86.0
singl,32629.971904266386,87.0,87.0
set,32626.94838709677,88.0,88.0
desir,32324.50676378772,89.0,89.0
observ,32203.020811654525,90.0,90.0
market,32193.814776274714,91.0,91.0
altern,32175.255983350675,92.0,92.0
share,32138.522372528616,93.0,93.0
assum,31878.821019771065,94.0,94.0
high,31816.85744016649,95.0,95.0
lower,31702.592091571278,96.0,96.0
identifi,31425.52029136316,97.0,97.0
suggest,31365.55775234131,98.0,98.0
distribut,31254.243496357958,99.0,99.0
process,31215.192507804368,100.0,100.0
previou,30932.015608740898,101.0,101.0
repres,30720.10752688172,102.0,102.0
protocol,30712.241415192504,103.0,103.0
expect,30634.07596253902,104.0,104.0
reward,30552.91363163371,105.0,105.0
stage,30529.192507804368,106.0,106.0
simpli,30187.379310344826,107.0,107.0
industri,29962.477419354836,108.0,108.0
relat,29859.792114695338,109.0,109.0
firm,29858.441601779752,110.0,110.0
need,29714.946930280956,111.0,111.0
approach,29425.496774193547,112.0,112.0
reason,29402.39334027055,113.0,113.0
patholog,29372.163371488034,114.0,114.0
introduc,29249.8064516129,115.0,115.0
receiv,28972.51196670135,116.0,116.0
appli,28906.451612903224,117.0,117.0
meet,28893.408949011446,118.0,118.0
access,28849.314516129027,119.0,119.0
effect,28731.979977753053,120.0,120.0
import,28720.85359801489,121.0,121.0
institut,28707.02853598015,122.0,122.0
problem,28588.39229968783,123.0,123.0
complic,28586.73419354839,124.0,124.0
lemma,28552.382934443285,125.0,125.0
rop,28278.584807492196,126.0,126.0
hold,28263.535483870965,127.0,127.0
final,28174.618464961066,128.0,128.0
act,28077.252903225806,129.0,129.0
typic,27978.791883454734,130.0,130.0
traffic,27956.95216907675,131.0,131.0
greater,27774.953173777314,132.0,132.0
bilater,27765.02809573361,133.0,133.0
combin,27732.012486992713,134.0,134.0
defin,27696.446409989592,135.0,135.0
ensur,27571.90783410138,136.0,136.0
