Name,IF,IFDenseRank,IFMinRank
grid,30640.83673469388,1.0,1.0
tigr,29770.294784580496,2.0,2.0
resourc,29447.170868347337,3.0,3.0
environ,29105.19727891156,4.0,4.0
job,28223.016897081412,5.0,5.0
comput,28061.35714285714,6.0,6.0
cluster,27762.46551724138,7.0,7.0
site,27738.694581280786,8.0,8.0
applic,27421.746031746028,9.0,9.0
model,26385.2335600907,10.0,10.0
support,26070.33401360544,11.0,11.0
enkf,26060.05986394558,12.0,12.0
licens,25126.29841269841,13.0,13.0
mpi,24890.190476190477,14.0,14.0
gridway,24670.34557823129,15.0,15.0
ensembl,24556.87142857143,16.0,16.0
user,24412.761904761905,17.0,17.0
data,24358.827380952385,18.0,18.0
griden,24335.925000000003,19.0,19.0
manag,24229.387755102038,20.0,20.0
approach,24170.85714285714,21.0,21.0
implement,24086.190476190477,22.0,22.0
schedul,23973.4,23.0,23.0
eclips,22853.3275862069,24.0,24.0
servic,22376.428571428572,25.0,25.0
number,22004.09523809524,26.0,26.0
provid,21652.8,27.0,27.0
simul,21307.425000000003,28.0,28.0
standard,20242.468537414963,29.0,29.0
work,20225.27619047619,30.0,30.0
reservoir,20109.219047619048,31.0,31.0
texa,19920.828231292515,32.0,32.0
distribut,19848.10714285714,33.0,33.0
assimil,19759.400000000005,34.0,34.0
main,19680.14285714286,35.0,35.0
file,19507.928571428572,36.0,36.0
metaschedul,19373.724489795917,37.0,37.0
research,19312.897392290248,38.0,38.0
filter,19260.263095238097,39.0,39.0
local,19118.367346938776,40.0,40.0
process,18859.1986863711,41.0,41.0
high,18769.821428571428,42.0,42.0
kalman,18680.305952380953,43.0,43.0
demonstr,18165.535714285714,44.0,44.0
interest,18137.142857142855,45.0,45.0
remot,18050.32993197279,46.0,46.0
secur,18005.719780219784,47.0,47.0
opportun,17891.847619047618,48.0,48.0
geolog,17871.412500000002,49.0,49.0
softwar,17727.09700176367,50.0,50.0
compar,17534.137755102038,51.0,51.0
program,17393.725274725275,52.0,52.0
packag,17362.74744897959,53.0,53.0
pool,17306.94761904762,54.0,54.0
involv,16930.23185941043,55.0,55.0
effort,16919.888888888887,56.0,56.0
issu,16785.166666666664,57.0,57.0
institut,16730.680839002263,58.0,58.0
figur,16588.81349206349,59.0,59.0
requir,16526.190476190473,60.0,60.0
extend,16489.714285714283,61.0,61.0
singl,16476.649206349208,62.0,62.0
inform,16356.36,63.0,63.0
expect,16281.876847290641,64.0,64.0
univers,16261.273242630385,65.0,65.0
project,16171.520408163264,66.0,66.0
runtim,16106.999999999998,67.0,67.0
collabor,16058.502267573693,68.0,68.0
subjob,15780.02222222222,69.0,69.0
gener,15747.028571428571,70.0,70.0
advantag,15667.590476190477,71.0,71.0
modelspecif,15666.573979591834,72.0,72.0
methodolog,15651.385714285716,73.0,73.0
develop,15606.335034013606,74.0,74.0
paralleliz,15406.064102564102,75.0,75.0
design,15397.852040816326,76.0,76.0
energi,15356.655328798184,77.0,77.0
explor,15356.655328798184,77.0,77.0
perform,15292.048214285716,78.0,79.0
educ,15232.529478458047,79.0,80.0
system,15158.221088435374,80.0,81.0
match,15144.76923076923,81.0,82.0
area,15117.485827664399,82.0,83.0
goal,15021.942857142854,83.0,84.0
specif,14966.731092436976,84.0,85.0
parallel,14955.339901477833,85.0,86.0
engin,14868.964285714288,86.0,87.0
dynam,14835.600000000002,87.0,88.0
administr,14742.352040816326,88.0,89.0
updat,14698.295454545454,89.0,90.0
depend,14621.358095238096,90.0,91.0
transfer,14604.483809523812,91.0,92.0
author,14447.957142857143,92.0,93.0
increas,14393.323979591838,93.0,94.0
handl,14314.437142857143,94.0,95.0
workflow,14290.285714285712,95.0,96.0
util,14126.228571428572,96.0,97.0
ca,14104.159090909092,97.0,98.0
open,14082.590476190477,98.0,99.0
set,14044.308641975309,99.0,100.0
certif,14001.136363636364,100.0,101.0
instal,14000.874779541444,101.0,102.0
input,13996.658163265307,102.0,103.0
field,13992.142857142857,103.0,104.0
futur,13904.045977011494,104.0,105.0
shown,13852.73611111111,105.0,106.0
execut,13692.666666666668,106.0,107.0
output,13626.714285714286,107.0,108.0
load,13623.365384615385,108.0,109.0
help,13520.978260869566,109.0,110.0
qualiti,13406.451428571427,110.0,111.0
iter,13348.767316017316,111.0,112.0
