Name,IF,IFDenseRank,IFMinRank
congest,27234.455078125,1.0,1.0
resourc,27166.7265625,2.0,2.0
strategi,27090.80859375,3.0,3.0
agent,24948.6884765625,4.0,4.0
game,24937.3525390625,5.0,5.0
pure,22806.9296875,6.0,6.0
profil,22544.91129032258,7.0,7.0
nash,22521.734375,8.0,8.0
function,22503.683467741936,9.0,9.0
cost,22293.5625,10.0,10.0
exist,21687.74193548387,11.0,11.0
show,21504.520161290322,12.0,12.0
failur,21499.353515625,13.0,13.0
potenti,20916.127016129034,14.0,14.0
cglf,20573.51310483871,15.0,15.0
equilibrium,20410.66015625,16.0,16.0
set,19701.46484375,17.0,17.0
addit,19128.13508064516,18.0,18.0
probabl,18167.604838709678,19.0,19.0
equilibria,17667.036290322583,20.0,20.0
number,17358.25,21.0,21.0
finit,16897.782258064515,22.0,22.0
nondecreas,16713.399193548386,23.0,23.0
result,16614.123991935485,24.0,24.0
model,16601.3046875,25.0,25.0
case,16580.51171875,26.0,26.0
defin,16343.254032258064,27.0,27.0
prove,16335.60987903226,28.0,28.0
theorem,16211.588709677419,29.0,29.0
task,16103.69921875,30.0,30.0
possess,16019.449596774195,31.0,31.0
util,15845.93359375,32.0,32.0
subset,15845.375,33.0,33.0
gener,15452.578125,34.0,34.0
dsstabl,15135.015,35.0,35.0
complet,15075.9287109375,36.0,36.0
depend,14738.42943548387,37.0,37.0
profit,14581.293750000003,38.0,38.0
sum,14458.056640625,39.0,39.0
impli,14224.888392857141,40.0,40.0
obtain,14146.368055555555,41.0,41.0
admit,13865.189516129032,42.0,42.0
benefit,13661.328125,43.0,43.0
lemma,13529.184782608696,44.0,44.0
proof,13366.896739130434,45.0,45.0
class,13332.544354838708,46.0,46.0
contradict,13294.159375,47.0,47.0
ui,13156.738636363638,48.0,48.0
simpl,13112.9541015625,49.0,49.0
properti,12832.764112903225,50.0,50.0
present,12603.904166666665,51.0,51.0
denot,12522.005681818182,52.0,52.0
wish,12511.437499999998,53.0,53.0
assign,12455.46875,54.0,54.0
base,12405.35625,55.0,55.0
choos,12384.722222222223,56.0,56.0
assum,12373.3575,57.0,57.0
loaddepend,12233.28629032258,58.0,58.0
equal,12125.367187499998,59.0,59.0
nonexist,12041.52155172414,60.0,60.0
success,12008.59375,61.0,61.0
payoff,11871.837962962962,62.0,62.0
describ,11839.036637931034,63.0,63.0
appli,11717.785714285714,64.0,64.0
user,11703.282327586207,65.0,65.0
observ,11683.089488636364,66.0,66.0
amov,11669.75,67.0,67.0
fact,11661.434374999999,68.0,68.0
main,11613.765120967742,69.0,69.0
ident,11590.539314516127,70.0,70.0
