Name,IF,IFDenseRank,IFMinRank
sensor,89302.92480000001,1.0,1.0
detect,80123.73600000002,2.0,2.0
shockwav,78927.19,3.0,3.0
system,78623.56480000001,4.0,4.0
measur,77503.19142857143,5.0,5.0
time,77382.88320000001,6.0,6.0
figur,77312.10857142857,7.0,7.0
data,77289.19857142857,8.0,8.0
muzzl,76660.78476190475,9.0,9.0
blast,75991.82095238096,10.0,10.0
estim,73579.196,11.0,11.0
rang,73514.20666666667,12.0,12.0
result,69924.06571428571,13.0,13.0
acoust,69393.17920000001,14.0,14.0
trajectori,68844.62285714287,15.0,15.0
fusion,68685.66,16.0,16.0
network,67313.576,17.0,17.0
base,67213.41,18.0,18.0
signal,66392.4857142857,19.0,19.0
shot,65802.50095238096,20.0,20.0
local,65554.822,21.0,21.0
provid,63976.61571428571,22.0,22.0
node,63566.62960000001,23.0,23.0
core,62962.77428571428,24.0,24.0
posit,62606.666666666664,25.0,25.0
calib,62536.870476190474,26.0,26.0
accuraci,62284.47857142857,27.0,27.0
gener,61987.885714285716,28.0,28.0
locat,61915.047619047626,29.0,29.0
test,61843.07571428571,30.0,30.0
singl,60116.53142857143,31.0,31.0
weapon,60078.1776,32.0,32.0
note,59241.83714285715,33.0,33.0
event,59097.45523809524,34.0,34.0
error,58685.40857142857,35.0,35.0
speed,58375.956190476194,36.0,36.0
channel,57764.96,37.0,37.0
interfac,57515.26857142857,38.0,38.0
comput,57260.654285714285,39.0,39.0
sensorboard,55362.808000000005,40.0,40.0
mote,55288.77120000001,41.0,41.0
perform,54703.08666666667,42.0,42.0
effect,54511.467142857146,43.0,43.0
precis,54347.2380952381,44.0,44.0
orient,54146.47619047619,45.0,45.0
algorithm,54045.38880000001,46.0,46.0
number,53920.72380952381,47.0,47.0
evalu,53908.63523809524,48.0,48.0
set,53783.67600000001,49.0,49.0
process,53381.27571428572,50.0,50.0
projectil,53347.94761904762,51.0,51.0
independ,53324.586190476184,52.0,52.0
shooter,53195.68080000001,53.0,53.0
microphon,52917.91560000001,54.0,54.0
board,52786.66857142857,55.0,55.0
soldier,52614.36190476191,56.0,56.0
work,52295.58095238095,57.0,57.0
sampl,51814.91100000001,58.0,58.0
calcul,51615.05142857143,59.0,59.0
rate,50604.68571428571,60.0,60.0
direct,50249.13170731708,61.0,61.0
show,50246.96142857143,62.0,62.0
run,50218.48878048781,63.0,63.0
distribut,49353.955714285716,64.0,64.0
section,49171.422857142854,65.0,65.0
requir,49171.392857142855,66.0,66.0
length,49130.58150000001,67.0,67.0
implement,49121.3484,68.0,68.0
line,49048.51714285714,69.0,69.0
high,48323.357142857145,70.0,70.0
deploy,48308.637073170736,71.0,71.0
separ,48307.003684210526,72.0,72.0
bullet,47133.88285714286,73.0,73.0
arriv,47047.5544,74.0,74.0
observ,47021.99619047619,75.0,75.0
fpga,46994.67,76.0,76.0
program,46845.9,77.0,77.0
regist,46803.82894736842,78.0,78.0
aoa,46722.53666666667,79.0,79.0
support,46624.58705882353,80.0,80.0
simpl,46331.93950000001,81.0,81.0
consist,45971.7444,82.0,82.0
distanc,45951.991428571426,83.0,83.0
applic,45760.31111111111,84.0,84.0
bluetooth,45570.56285714285,85.0,85.0
sourc,45350.15,86.0,86.0
angl,45299.42999999999,87.0,87.0
oper,45139.652,88.0,88.0
multipl,45004.15238095238,89.0,89.0
point,44957.59609756098,90.0,90.0
modul,44828.49315789473,91.0,91.0
due,44685.85,92.0,92.0
toa,44620.65,93.0,93.0
period,44533.457894736835,94.0,94.0
detector,44349.81166666666,95.0,95.0
long,44323.409999999996,96.0,96.0
miss,43771.078095238096,97.0,97.0
accur,43763.94285714286,98.0,98.0
approach,43704.484615384616,99.0,99.0
type,43528.68571428571,100.0,100.0
problem,43494.992380952375,101.0,101.0
shown,43475.49600000001,102.0,102.0
connect,43425.80947368421,103.0,103.0
util,43336.532105263155,104.0,104.0
featur,43169.215135135135,105.0,105.0
characterist,43064.08736842105,106.0,106.0
analog,42887.717058823524,107.0,107.0
import,42814.71189189189,108.0,108.0
sound,42621.232432432436,109.0,109.0
function,42545.764102564106,110.0,110.0
messag,42520.399999999994,111.0,111.0
prototyp,42279.837600000006,112.0,112.0
area,42264.092972972976,113.0,113.0
typic,41984.450000000004,114.0,114.0
power,41972.95757575758,115.0,115.0
design,41915.11777777778,116.0,116.0
integr,41656.9384,117.0,117.0
paramet,41624.44,118.0,118.0
