Name,IF,IFDenseRank,IFMinRank
data,43004.727538349165,1.0,1.0
client,37617.028487947406,2.0,2.0
server,37241.60555149744,3.0,3.0
system,37233.41490138788,4.0,4.0
larg,35458.37837837837,5.0,5.0
user,35325.01095690284,6.0,6.0
work,34421.31756756756,7.0,7.0
internet,34055.484896661364,8.0,8.0
sand,33562.20891161432,9.0,9.0
spatial,33399.38641344047,10.0,10.0
network,32891.93279766253,11.0,11.0
servic,32615.74324324324,12.0,12.0
databas,32315.32505478451,13.0,13.0
clientserv,32050.784514243976,14.0,14.0
access,31670.28753753754,15.0,15.0
browser,31144.67408585055,16.0,16.0
architectur,30859.7933227345,17.0,17.0
appoint,30769.03974562798,18.0,18.0
peertop,30180.17170111288,19.0,19.0
approach,29873.3046018992,20.0,20.0
queri,29070.630630630625,21.0,21.0
remot,28653.195548489664,22.0,22.0
perform,28479.92845786964,23.0,23.0
connect,27500.98173849526,24.0,24.0
request,27411.173986486487,25.0,25.0
web,27015.831831831834,26.0,26.0
side,26884.81796502385,27.0,27.0
cach,26863.049284578694,28.0,28.0
set,26815.180180180178,29.0,29.0
local,26260.62819576333,30.0,30.0
commun,25784.594594594593,31.0,31.0
transfer,25555.18441971383,32.0,32.0
applic,25474.305246422897,33.0,33.0
file,25064.7027027027,34.0,34.0
onlin,24981.95548489666,35.0,35.0
form,24390.047694753575,36.0,36.0
oper,24300.589680589677,37.0,37.0
activ,24134.593004769475,38.0,38.0
make,24040.85585585585,39.0,39.0
resourc,23842.794912559617,40.0,40.0
comput,23678.234499205086,41.0,41.0
case,23606.691573926866,42.0,42.0
address,22435.83597390494,43.0,43.0
time,22362.260774287803,44.0,44.0
manag,22303.996820349763,45.0,45.0
effici,21586.987987987988,46.0,46.0
design,21435.702702702703,47.0,47.0
provid,21415.585585585584,48.0,48.0
respons,21374.330898466036,49.0,49.0
visual,21074.243973703433,50.0,50.0
issu,21038.37837837838,51.0,51.0
result,21000.882063882065,52.0,52.0
download,20921.728885135137,53.0,53.0
enabl,20816.013513513513,54.0,54.0
function,20645.09009009009,55.0,55.0
method,20636.400635930047,56.0,56.0
view,20535.405405405407,57.0,57.0
central,20506.00073046019,58.0,58.0
peer,20344.006359300474,59.0,59.0
develop,20317.79014308426,60.0,60.0
util,20127.80604133545,61.0,61.0
initi,20115.135135135133,62.0,62.0
assum,19706.238884045335,63.0,63.0
map,19673.297297297297,64.0,64.0
common,19656.73252562908,65.0,65.0
locat,19561.608473338205,66.0,66.0
order,19560.9130752374,67.0,67.0
volum,19509.367249602543,68.0,68.0
exist,19301.535771065184,69.0,69.0
mechan,19004.523243243242,70.0,70.0
distribut,18923.807631160573,71.0,71.0
need,18784.21875,72.0,72.0
addit,18627.958993476237,73.0,73.0
scheme,18568.997384481256,74.0,74.0
report,18130.831695331697,75.0,75.0
improv,17942.68680445151,76.0,76.0
relat,17862.248835041937,77.0,77.0
point,17833.322245322248,78.0,78.0
java,17623.288288288288,79.0,79.0
applet,17619.061621621622,80.0,80.0
protocol,17539.007371007374,81.0,81.0
amount,17484.68918918919,82.0,82.0
fact,17430.206896551725,83.0,83.0
upload,17355.96673596674,84.0,84.0
research,17287.53966870096,85.0,85.0
exchang,17284.577702702703,86.0,86.0
bandwidth,17267.77027027027,87.0,87.0
imag,17258.64045864046,88.0,88.0
limit,17242.7246165084,89.0,89.0
number,17153.421970357456,90.0,90.0
term,17130.235872235873,91.0,91.0
store,17122.895010395012,92.0,92.0
period,17095.297297297297,93.0,93.0
inform,17019.503051438536,94.0,94.0
evalu,16966.340017436793,95.0,95.0
call,16795.36530078466,96.0,96.0
run,16769.504747991235,97.0,97.0
arbitrari,16761.087223587223,98.0,98.0
requir,16733.77117117117,99.0,99.0
handl,16368.007207207209,100.0,100.0
start,16355.117117117115,101.0,101.0
decis,16227.576576576575,102.0,102.0
piec,15978.4555984556,103.0,103.0
site,15958.12285012285,104.0,104.0
dynam,15949.606710158436,105.0,105.0
complet,15870.789886660856,106.0,106.0
deploy,15791.624624624625,107.0,107.0
public,15759.088927637316,108.0,108.0
simpl,15712.92277992278,109.0,109.0
softwar,15593.995085995088,110.0,110.0
find,15513.72072072072,111.0,111.0
kernel,15500.164092664092,112.0,112.0
scalabl,15480.105105105104,113.0,113.0
standalon,15466.610360360359,114.0,114.0
minim,15406.453726453725,115.0,115.0
retriev,15387.471471471472,116.0,116.0
type,15276.054054054053,117.0,117.0
slow,15265.436590436591,118.0,118.0
idl,15229.928457869633,119.0,119.0
similar,15215.79054054054,120.0,120.0
