Name,IF,IFDenseRank,IFMinRank
sensor,107340.89538461539,1.0,1.0
data,101464.21988165681,2.0,2.0
tsar,98710.17874125873,3.0,3.0
network,97336.87668639053,4.0,4.0
queri,96421.68307692309,5.0,5.0
index,95249.31810650889,6.0,6.0
proxi,93742.50248520711,7.0,7.0
search,90257.63793103448,8.0,8.0
node,89851.150295858,9.0,9.0
skip,89095.19147928995,10.0,10.0
system,89012.36804733728,11.0,11.0
interv,88219.13065088759,12.0,12.0
graph,88193.900591716,13.0,13.0
cost,87996.73846153845,14.0,14.0
figur,87972.47857988167,15.0,15.0
storag,86705.92260355031,16.0,16.0
structur,86297.84615384616,17.0,17.0
number,85459.84615384616,18.0,18.0
local,83565.0603550296,19.0,19.0
result,83288.03972027972,20.0,20.0
addit,81300.78433566433,21.0,21.0
overhead,80845.82228116711,22.0,22.0
archiv,80576.36686390534,23.0,23.0
time,80567.09822485207,24.0,24.0
distribut,80488.65325443787,25.0,25.0
perform,79815.97559681698,26.0,26.0
store,79273.21183431953,27.0,27.0
flash,78476.02698224853,28.0,28.0
applic,78081.34153846152,29.0,29.0
spars,76821.84727272727,30.0,30.0
lookup,75664.83313609468,31.0,31.0
summari,74745.95668639053,32.0,32.0
record,74273.56363636363,33.0,33.0
valu,73334.89655172414,34.0,34.0
order,72907.69420118343,35.0,35.0
implement,72905.92,36.0,36.0
effici,72883.61538461539,37.0,37.0
match,72809.71384615384,38.0,38.0
memori,72503.12402366864,39.0,39.0
size,71932.0697612732,40.0,40.0
low,71648.56615384614,41.0,41.0
construct,71441.22965034965,42.0,42.0
rang,70812.4179020979,43.0,43.0
tier,70735.56875739645,44.0,44.0
metadata,69757.3006993007,45.0,45.0
access,69635.80449704142,46.0,46.0
commun,69143.51147928994,47.0,47.0
oper,69097.64923076922,48.0,48.0
inform,68986.22321678321,49.0,49.0
key,68900.41258741259,50.0,50.0
entri,68239.06047745358,51.0,51.0
locat,68216.42937062937,52.0,52.0
read,68113.48757396449,53.0,53.0
updat,67706.38769230769,54.0,54.0
messag,67514.47132867132,55.0,55.0
requir,67423.23607427055,56.0,56.0
increas,67350.13986013985,57.0,57.0
summar,67197.87636363636,58.0,58.0
tree,66893.68689458688,59.0,59.0
energi,66820.3074270557,60.0,60.0
provid,66485.62334217505,61.0,61.0
enabl,66264.67804195803,62.0,62.0
latenc,65847.57214854112,63.0,63.0
employ,65343.30484330483,64.0,64.0
expect,64938.05034965035,65.0,65.0
singl,63996.16951048951,66.0,66.0
report,63890.69202797203,67.0,67.0
complex,63626.25482517482,68.0,68.0
assum,63429.16923076924,69.0,69.0
maintain,63399.89034965035,70.0,70.0
element,63310.448391608385,71.0,71.0
simpl,63168.21482517483,72.0,72.0
insert,62877.99272727273,73.0,73.0
log,62475.420699300696,74.0,74.0
natur,62391.3962264151,75.0,75.0
section,62193.70313390313,76.0,76.0
depend,62066.070085470084,77.0,77.0
support,61993.85034965035,78.0,78.0
design,61723.54978229318,79.0,79.0
due,61683.354700854696,80.0,80.0
incur,61421.67272727273,81.0,81.0
wireless,61247.084880636605,82.0,82.0
shown,60869.12055944056,83.0,83.0
evalu,60571.182583454276,84.0,84.0
process,60190.15915119363,85.0,85.0
reduc,60162.88111888111,86.0,86.0
request,59689.566433566426,87.0,87.0
event,59634.15510204082,88.0,88.0
base,59239.87179487179,89.0,89.0
larg,58940.30800000001,90.0,90.0
address,58675.01297134239,91.0,91.0
find,58620.70521978022,92.0,92.0
rout,58558.418803418805,93.0,93.0
root,57980.52136752137,94.0,94.0
set,57882.35415384616,95.0,95.0
architectur,57661.007573964496,96.0,96.0
includ,57490.719999999994,97.0,97.0
instanc,57287.67999999999,98.0,98.0
level,57233.77891737891,99.0,99.0
compar,57005.50549450549,100.0,100.0
remot,56274.02059171598,101.0,101.0
involv,56255.78293706293,102.0,102.0
write,56091.0099408284,103.0,103.0
mechan,55817.8523076923,104.0,104.0
techniqu,55776.26473149491,105.0,105.0
spatial,55613.627090301015,106.0,106.0
paper,55588.742307692315,107.0,107.0
signific,55178.69822485207,108.0,108.0
observ,55066.776068376064,109.0,109.0
delet,54832.13675213675,110.0,110.0
travers,54758.00615384616,111.0,111.0
show,54536.686390532544,112.0,112.0
identifi,54340.726560232215,113.0,113.0
retriev,54332.56153846154,114.0,114.0
period,54154.03197586727,115.0,115.0
proceed,53963.85752508361,116.0,116.0
compon,53878.597488226056,117.0,117.0
comparison,53616.94297082228,118.0,118.0
altern,53298.61923076923,119.0,119.0
multiti,53223.262011834326,120.0,120.0
approach,53057.803076923075,121.0,121.0
multipl,53012.471794871795,122.0,122.0
experi,52958.3048076923,123.0,123.0
small,52680.23247863248,124.0,124.0
work,52657.28595317726,125.0,125.0
fals,52418.777358490566,126.0,126.0
case,52336.483018867926,127.0,127.0
adapt,52259.564586357024,128.0,128.0
form,52226.29230769231,129.0,129.0
balanc,52074.305128205124,130.0,130.0
type,51922.96744186046,131.0,131.0
spatiotempor,51688.63516483516,132.0,132.0
resourc,51525.92662721894,133.0,133.0
radio,51430.52662721895,134.0,134.0
send,51318.69822485207,135.0,135.0
issu,51101.66415711948,136.0,136.0
tabl,51058.46390532546,137.0,137.0
