Name,IF,IFDenseRank,IFMinRank
servic,36850.83396430503,1.0,1.0
schedul,36489.280858676204,2.0,2.0
busi,35242.345051379125,3.0,3.0
workflow,35008.237966468354,4.0,4.0
provid,34995.031368307194,5.0,5.0
assign,33835.17383720931,6.0,6.0
web,33459.729498164015,7.0,7.0
process,33389.386695511086,8.0,8.0
algorithm,29827.042725797724,9.0,9.0
genet,28473.667262969586,10.0,10.0
problem,28058.083333333332,11.0,11.0
complet,27871.24716062737,12.0,12.0
time,26983.67982693348,13.0,13.0
request,26771.107641196017,14.0,14.0
metric,26751.000611995103,15.0,15.0
order,26369.68604651163,16.0,16.0
type,26337.544077879935,17.0,17.0
result,25647.94369645043,18.0,18.0
approach,25083.656634746923,19.0,19.0
number,25036.222282314768,20.0,20.0
ga,24836.5981611682,21.0,21.0
scenario,24548.771670190275,22.0,22.0
map,24484.991362126246,23.0,23.0
figur,23494.108166576527,24.0,24.0
search,22695.131782945737,25.0,25.0
chromosom,22570.009791921664,26.0,26.0
research,22502.066243833688,27.0,27.0
look,22467.495639534885,28.0,28.0
work,22424.29900332226,29.0,29.0
produc,22369.993540051677,30.0,30.0
perform,21784.684822521416,31.0,31.0
repres,21650.482900136798,32.0,32.0
experi,21456.465116279072,33.0,33.0
execut,21113.604651162794,34.0,34.0
note,20644.159730722153,35.0,35.0
space,20529.58656330749,36.0,36.0
find,20384.961240310076,37.0,37.0
guarante,20357.6364749082,38.0,38.0
measur,20355.64937388193,39.0,39.0
greedi,20337.653866955112,40.0,40.0
qo,20246.04110329908,41.0,41.0
paramet,20105.319091400757,42.0,42.0
show,20059.74202271498,43.0,43.0
model,20027.07399577167,44.0,44.0
comput,20005.186046511626,45.0,45.0
assum,19888.74418604651,46.0,46.0
section,19859.43638850889,47.0,47.0
load,19688.96511627907,48.0,48.0
aggreg,19370.581395348836,49.0,49.0
maximum,19347.75608436993,50.0,50.0
optimis,19262.707466340267,51.0,51.0
altern,19174.800320769846,52.0,52.0
multipl,18960.507399577167,53.0,53.0
fail,18884.45105462412,54.0,54.0
improv,18776.841437632134,55.0,55.0
converg,18612.42900856793,56.0,56.0
shown,18541.796064400714,57.0,57.0
success,18449.05083829097,58.0,58.0
function,18320.777845777233,59.0,59.0
defin,18172.902692778458,60.0,60.0
roundrobin,18025.50243374797,61.0,61.0
workload,18007.25444596443,62.0,62.0
scheme,17953.101967799645,63.0,63.0
solut,17836.759043927646,64.0,64.0
paper,17780.79069767442,65.0,65.0
proport,17776.180679785328,66.0,66.0
run,17746.986610288935,67.0,67.0
base,17733.6517747858,68.0,68.0
distribut,17656.09302325581,69.0,69.0
multiti,17620.93023255814,70.0,70.0
concurr,17465.591130340723,71.0,71.0
scale,17415.08245243129,72.0,72.0
limit,17325.59520348837,73.0,73.0
optim,17244.74479804162,74.0,74.0
agreement,17231.60342717258,75.0,75.0
simul,17153.785529715762,76.0,76.0
degrad,17054.771227690646,77.0,77.0
score,17027.618962432916,78.0,78.0
expect,17003.396430502977,79.0,79.0
larg,16869.537268932618,80.0,80.0
provis,16769.816772374914,81.0,81.0
tradit,16752.665257223398,82.0,82.0
system,16712.79069767442,83.0,83.0
higher,16684.990838618745,84.0,84.0
advertis,16531.887895050688,85.0,85.0
level,16447.05018359853,86.0,86.0
evalu,16253.364137086903,87.0,87.0
potenti,16116.627906976744,88.0,88.0
highest,15965.941214470282,89.0,89.0
maximis,15919.822161422708,90.0,90.0
complex,15900.046511627907,91.0,91.0
random,15877.155219037317,92.0,92.0
vari,15864.3608957795,93.0,93.0
effect,15792.506816359262,94.0,94.0
futur,15766.54485049834,95.0,95.0
explor,15750.097545219638,96.0,96.0
randomproport,15496.339892665472,97.0,97.0
recombin,15478.408268733849,98.0,98.0
server,15408.049571603427,99.0,99.0
rang,15369.246238030095,100.0,100.0
utilis,15272.996124031008,101.0,101.0
makespan,15263.596013289036,102.0,102.0
discuss,15167.472006890612,103.0,103.0
set,15113.421705426357,104.0,104.0
heurist,14871.50645994832,105.0,105.0
gener,14780.083288263928,106.0,106.0
consum,14772.898671096344,107.0,107.0
finish,14691.757016840416,108.0,108.0
case,14691.279069767443,109.0,109.0
fastest,14681.328285559763,110.0,110.0
percentag,14552.125473228774,111.0,111.0
round,14488.298747763865,112.0,112.0
robin,14488.298747763865,112.0,112.0
mutat,14413.87030411449,113.0,114.0
data,14228.718139534883,114.0,115.0
observ,14218.848372093022,115.0,116.0
parent,14166.379664683613,116.0,117.0
configur,14148.653846153846,117.0,118.0
accept,14112.963764196864,118.0,119.0
consist,14058.419797257007,119.0,120.0
job,14032.34394124847,120.0,121.0
autom,13869.36672629696,121.0,122.0
categori,13823.264758497318,122.0,123.0
composit,13764.321353065541,123.0,124.0
dimension,13664.844961240307,124.0,125.0
princip,13661.849962490624,125.0,126.0
intellig,13618.114728682169,126.0,127.0
linear,13585.134601832277,127.0,128.0
implement,13555.284883720931,128.0,129.0
exist,13514.054013503373,129.0,130.0
optimum,13497.61412575366,130.0,131.0
compar,13482.788675429729,131.0,132.0
experiment,13475.213088155762,132.0,133.0
net,13436.432915921288,133.0,134.0
applic,13247.48121645796,134.0,135.0
