Name,IF,IFDenseRank,IFMinRank
dr,41728.80512091039,1.0,1.0
vector,39950.647506925205,2.0,2.0
receiv,39743.76385041551,3.0,3.0
time,37166.12326869806,4.0,4.0
error,37029.48221906117,5.0,5.0
schedul,36886.60047846891,6.0,6.0
send,35279.69856459331,7.0,7.0
delay,35051.76592797784,8.0,8.0
algorithm,34975.88516746412,9.0,9.0
game,34766.576177285315,10.0,10.0
base,34599.37742382271,11.0,11.0
player,34433.69736842105,12.0,12.0
sender,34078.891966759,13.0,13.0
export,32500.964438122333,14.0,14.0
comput,32460.055401662044,15.0,15.0
deviat,29462.269736842107,16.0,16.0
case,29404.125000000004,17.0,17.0
accumul,28778.656249999996,18.0,18.0
make,28177.685805422643,19.0,19.0
network,27354.193905817174,20.0,20.0
gener,26913.267269736843,21.0,21.0
equal,26632.360446570972,22.0,22.0
due,25836.034626038778,23.0,23.0
entiti,25346.842105263157,24.0,24.0
result,25288.27751196172,25.0,25.0
estim,25263.54480796586,26.0,26.0
assum,25255.95394736842,27.0,27.0
fair,25215.94736842105,28.0,28.0
figur,24928.213371266007,29.0,29.0
synchron,24485.485197368424,30.0,30.0
budget,24397.017543859653,31.0,31.0
trajectori,24181.00853485064,32.0,32.0
show,24114.234375,33.0,33.0
inform,24016.35041551247,34.0,34.0
bzflag,24015.954545454544,35.0,35.0
compar,23733.733552631576,36.0,36.0
paper,23386.875,37.0,37.0
path,23288.143669985773,38.0,38.0
vari,23266.754385964916,39.0,39.0
rel,22800.936699857753,40.0,40.0
refer,22436.800853485063,41.0,41.0
increas,22191.46875,42.0,42.0
section,22113.456614509247,43.0,43.0
approach,21769.078125,44.0,44.0
dt,21736.002844950217,45.0,45.0
current,21716.503556187767,46.0,46.0
trigger,21616.01842105263,47.0,47.0
server,21567.75,48.0,48.0
note,21552.970588235294,49.0,49.0
messag,21427.772556390977,50.0,50.0
exchang,21403.753462603876,51.0,51.0
term,21344.381578947367,52.0,52.0
implement,21266.407894736843,53.0,53.0
order,21188.462648556877,54.0,54.0
render,21109.59002770083,55.0,55.0
distribut,21067.1675900277,56.0,56.0
dri,20929.6875,57.0,57.0
shown,20785.598862019917,58.0,58.0
repres,20742.92699490662,59.0,59.0
standard,20626.282894736843,60.0,60.0
point,20555.067567567567,61.0,61.0
previou,20549.17911714771,62.0,62.0
earlier,20495.53947368421,63.0,63.0
posit,20454.812326869804,64.0,64.0
amount,20444.01724137931,65.0,65.0
propos,20419.745065789473,66.0,66.0
lower,20016.766666666663,67.0,67.0
clock,19948.78125,68.0,68.0
lead,19895.354838709678,69.0,69.0
real,19856.886426592795,70.0,70.0
higher,19619.159709618878,71.0,71.0
