,Words,Old_WScore,Position_Weight,SCScore
339,sensorbas,15738.220588235294,1.0036496350364963,15795.659349506224
5,system,54003.164375,0.25228523125548286,13624.200812874727
23,search,41190.35428571429,0.3148424589956652,12968.472430216923
1,sensor,59381.82625000001,0.147546487043497,8761.579857414816
348,loos,15301.362931034482,0.5005313496280552,7658.811839019384
6,cenwit,52919.9375,0.09809695400299352,5191.284674778792
0,locat,59771.94166666666,0.07528406370578898,4499.8746642520355
4,inform,55269.0825,0.07434316799017225,4108.878684960189
10,network,47582.540625,0.07742551894214522,3684.1029004763323
13,design,46991.71071428571,0.07360854041659388,3458.991237357388
16,rescu,43802.775,0.07422278392955375,3251.163904339859
2,node,58724.38026315789,0.05391668299697219,3166.2237948423344
30,connect,38540.16375,0.08189881906764852,3156.3938977987964
14,area,46717.555555555555,0.06269860716851562,2929.1256636510825
414,box,13254.92403846154,0.1934697473566129,2564.4268049522493
718,coupl,7465.226923076923,0.3333333333333333,2488.4089743589743
3,wit,57313.705555555556,0.03837249445655828,2199.269848715369
7,time,52584.91,0.037487001487561754,1971.2505993933012
8,hiker,51992.88000000001,0.037651766357841364,1957.6237700312836
82,small,29594.29632352941,0.06452614902344138,1909.6059748159419
12,record,47194.13,0.03983838477563739,1880.1379100914519
9,receiv,51872.1,0.03237031808485875,1679.1163767296014
51,wilder,32458.5,0.05165594627106833,1676.6745320394714
93,paper,28253.41544117647,0.05776967030786079,1632.1904951077877
67,implement,30648.509999999995,0.05201138380006729,1594.0714165102002
11,power,47496.925,0.03265131127977619,1550.8368830071838
22,number,41421.08142857143,0.03519352584407929,1457.7538997461413
17,memori,43140.61125,0.03363349292073255,1450.9694430729498
34,call,37625.36470588235,0.03684465375913729,1386.2935351494996
717,boulder,7465.226923076923,0.18055555555555555,1347.8881944444445
160,describ,23484.86323529412,0.0561958082960126,1319.7508722286627
32,requir,37950.99428571428,0.033494596400849785,1271.1532366109564
38,transmitt,36826.80857142857,0.03434910411397908,1264.9678818055772
56,process,31627.7325,0.03913874886497483,1237.8698794861025
27,satellit,39395.09071428572,0.03118525091968266,1228.5457889286606
40,import,35766.0,0.033689215371445626,1204.9284769751243
104,storag,26976.800000000007,0.04430870487238402,1195.3070696013294
18,gp,43023.81642857143,0.025678895951746186,1104.804105516314
52,make,31854.69,0.03348348120684943,1066.6059139650145
26,group,40054.8,0.025637371034058727,1026.8997692950156
126,devic,25271.090909090908,0.039264207464145925,992.2493562998375
122,peopl,25373.064705882352,0.03673202856971477,932.004137677692
28,larg,38779.14,0.023976681583178335,929.7950918494943
127,combin,25263.425000000007,0.03670618690632634,927.3239999439578
15,point,46016.346428571436,0.01966763510579657,905.0327104590681
37,provid,36985.510714285716,0.024057976359159357,889.7965423957208
24,base,41189.2,0.02158103746904161,888.9056685198485
145,emerg,24235.21029411764,0.0366467238659251,888.1410594811547
42,store,34208.273750000015,0.023861902723804843,816.274500571787
19,track,42774.88235294118,0.018617685711682798,796.3693160012657
55,batteri,31650.6,0.023585286343118083,746.4884639314931
41,transmit,35085.93,0.021245425572459346,745.4155144555185
20,current,42346.89642857143,0.01708275558892615,723.4016816388554
265,evalu,18636.630882352943,0.037315730869840864,695.4395023264473
202,oper,21014.995,0.030597981090702255,643.0164196312024
226,intermitt,20118.605000000003,0.031810429704572755,639.981470106566
46,partit,33125.2828125,0.01879558498880557,622.6090683805642
31,access,38404.95642857143,0.01543597340519062,592.8178860589331
62,maintain,30926.93625,0.01839355383391436,568.8562668324125
63,center,30898.901250000006,0.01838665122346635,568.1273204720785
54,limit,31806.770625,0.017691072151815035,562.695874043106
337,situat,15779.5,0.03478017795919467,548.8138181071123
136,subject,24700.891176470584,0.021767876111736445,537.6859389788956
36,rang,37029.515789473684,0.014357099053001088,531.6364260741415
108,continu,26763.4125,0.0189893555142118,508.21995473600003
103,filter,27150.38125,0.018695065556330683,507.57815734812135
48,address,32977.12,0.015361716483099794,506.58516786915993
57,applic,31597.7,0.01585617133924938,501.0185451262002
47,user,33049.31693548387,0.01510061121297295,499.0648858970645
181,gsm,22315.4203125,0.020120068092952317,448.9877762103512
71,prototyp,30142.341428571424,0.0147154087732839,443.5568755053187
78,count,29781.64705882353,0.01423852501026682,424.04672649399816
80,report,29684.961764705884,0.01368322376084289,406.1859741585362
79,problem,29771.584375,0.013597630968288007,404.8230176724993
99,period,27427.12875,0.014634764338050242,401.3895657256125
268,key,18550.56,0.02140869192892314,397.1432241490045
85,determin,29472.88235294117,0.013201470356869725,389.0853827138617
21,commun,41515.11184210527,0.009326858665947596,387.2055806523232
29,hike,38668.041176470586,0.009792573967356074,378.6596533933586
44,fact,33955.44705882353,0.010979335101605928,372.8082317836629
72,mica,30124.471428571425,0.01217015147371411,366.61938035128713
25,figur,40533.40928571428,0.008996214892757457,364.64726027037625
33,trail,37663.6705882353,0.009306882885381335,350.53137119828745
83,hop,29574.44705882353,0.01165556896991281,344.7070074411527
158,propag,23678.580625,0.014492999886614523,343.1736663133178
229,remain,20047.499375000007,0.017012362373642516,341.055324052872
256,organ,18850.10875,0.018034370530966713,339.9498457465178
89,low,28543.48,0.01141306492558631,325.7685904421743
187,ensur,21975.516875,0.014595492379682731,320.7434890886518
117,lp,25856.005882352943,0.012173412152135202,314.75581621391456
264,servic,18660.543999999998,0.016568895120031485,309.1845964187328
65,move,30811.15,0.0100106540415762,308.43976327311054
216,mobil,20465.179411764708,0.014826768948632302,303.43248663054203
101,leader,27327.220689655165,0.010905416690043041,298.0147286014549
90,comput,28543.330147058827,0.01033069035010692,294.87230531013654
87,due,29034.69926470588,0.010035415308344368,291.37526547420435
97,need,27652.58125,0.010474376412686838,289.64354479490635
77,collect,29917.458823529414,0.009641266285761577,288.44218711095436
35,encount,37406.43500000001,0.0073695682007523374,275.6692738795094
497,rfbase,10600.28846153846,0.02584742398983885,273.99015027998115
45,protocol,33135.9703125,0.008205249030065755,271.8888882669283
381,judici,14280.9375,0.018804258339376954,268.54243807849605
49,beacon,32921.950000000004,0.008120825538407988,267.3534123341909
172,solut,22749.290384615386,0.011749884529621123,267.3015351500509
39,data,36059.05,0.007381976217017749,266.1870495082539
59,result,31332.111764705878,0.008458583226403329,265.02527502073553
43,gener,34073.490441176466,0.007574581984014217,258.0924468282159
211,section,20697.796875,0.011814482168958342,244.53375211640918
175,mote,22543.815714285716,0.0105304776211314,237.39714687419612
266,station,18611.49375,0.012733420187356537,236.98797023311005
331,longer,16098.474375000002,0.014600535421775505,235.0463453487328
84,expens,29522.95,0.007891627078624288,232.98411166087092
608,commonlyavail,8805.969230769231,0.02631578947368421,231.73603238866397
61,work,31236.4393939394,0.007353851694327531,229.70814276188048
92,signal,28352.878125,0.00789052049222173,223.71896585877772
91,unit,28475.5078125,0.007593789265070291,216.23700554398772
165,extrem,23088.55648148148,0.00903293739139604,208.55748515493343
143,concept,24295.71136363636,0.008466756369731387,205.7058689452234
310,difficult,17061.703125,0.01182453909726637,201.7467756675143
131,transmiss,24978.019852941172,0.007900984231723663,197.3509409977688
248,build,19423.96875,0.009990339439184363,194.0520410686096
75,singl,29961.39453125,0.00643175107305576,192.70423142661414
130,adhoc,25096.670454545456,0.007645844933072154,191.88525063186802
100,discuss,27330.75,0.006940373377402791,189.68560968445132
64,run,30890.35,0.006101754151309512,188.48532134790378
50,send,32812.7765625,0.005725901021001133,187.88271082110083
111,mode,26516.445967741933,0.006985814656411874,185.23897687740515
120,rf,25672.532236842104,0.007180515476765774,184.34201505441297
174,canyon,22674.72580645161,0.008068040856781733,182.9406142227747
96,sleep,27668.1935483871,0.006568825108702413,181.7475244930833
149,carri,23961.454545454544,0.00741594510541964,177.6968315550988
563,featur,9475.891176470588,0.01818181818181818,172.28893048128342
176,develop,22528.419642857138,0.007443155688926372,167.6825348272527
114,idea,26285.718103448275,0.006310222500590954,165.86872982057028
53,energi,31828.587096774198,0.0051640904577950186,164.36570291154928
285,remot,17852.957608695648,0.009194950441320916,164.15706044295965
60,emit,31266.48088235294,0.005222521112952178,163.28985653580386
106,consumpt,26930.7171875,0.005561960454381527,149.7875840050079
166,world,23010.58695652174,0.006491018446033953,149.3621443888509
169,strength,22892.737500000007,0.0065214427764751755,149.2936776031174
81,present,29662.34375,0.0049975168667311925,148.23806319740356
147,plb,24124.712903225805,0.006142014129646115,148.17432752526886
68,save,30457.25862068965,0.004844406264430992,147.54733445946377
565,occasion,9458.936666666666,0.014705882352941176,139.10200980392156
88,amount,28992.19354838709,0.0047293731101006745,137.11490057057617
178,ap,22493.63676470588,0.006093356495861055,137.0617476957596
272,insitu,18308.74117647059,0.007474739385202686,136.8530687652469
329,worn,16207.003676470591,0.008371268809780756,135.6731843768403
135,member,24849.02592592592,0.005412735746954218,134.50121090625137
69,speed,30452.485294117647,0.004337833011774319,132.0977959993955
183,presenc,22191.102000000006,0.0059455798089459175,131.9389679894594
125,gap,25274.593103448282,0.005111698585900954,129.1961018261186
162,constraint,23378.5125,0.0055188134459657,129.0216491316772
291,icu,17685.34833333333,0.007282104720277805,128.78655857792387
70,contact,30265.69411764706,0.00421880936410572,127.68519375468883
119,minut,25686.66666666667,0.0049699179031557,127.66062453905944
144,luxuri,24262.061290322585,0.005144531823037312,124.81694640054624
113,hour,26371.419827586207,0.004678682278814532,123.38349461450578
66,infer,30783.01176470588,0.0040033347427413345,123.23470048386228
110,recept,26625.652777777777,0.0046269209394036994,123.19479036279228
102,control,27196.203125,0.0045148426298941575,122.7865772400107
163,earlier,23267.4,0.005093989615805058,118.52389398678261
188,max,21958.92685185185,0.005346737300734821,117.40861328290374
191,deploy,21810.889130434785,0.005377953373939889,117.29794478765061
243,forest,19614.651923076923,0.005904306323556606,115.81091338378481
222,capabl,20268.0275,0.0057106215399263085,115.74303441331877
366,cell,14795.591999999999,0.007735016732582902,114.44415168846972
297,line,17473.341346153848,0.006516919392132737,113.87235706410476
365,phone,14795.591999999999,0.007690682123503751,113.7881949010551
223,stay,20179.18269230769,0.0055941282726873305,112.8849364187613
403,manner,13616.533333333333,0.008211104074308634,111.80677233129266
279,citi,18018.908333333333,0.006159878168745819,110.99428006713211
164,direct,23195.727272727272,0.0047025117456229865,109.07817994826743
252,employ,19098.7475,0.005692740595759303,108.72421522140651
58,case,31440.356617647056,0.0034355915139440067,108.01622239096152
198,team,21193.23214285714,0.005056166307934342,107.15650631694541
277,rain,18038.501923076925,0.005926405538668475,106.90347770620502
189,scheme,21851.98020833333,0.0048841243144522265,106.72778785444964
86,cost,29377.53984375,0.0036063508325043362,105.94571527243713
195,lifetch,21517.5,0.004919711060440482,105.85988274302807
311,gsmgpr,17048.885833333334,0.0060917262271284155,103.85714497423476
156,distribut,23770.263461538463,0.004314987374717608,102.56838673024973
177,techniqu,22494.381666666664,0.004553738180702165,102.4335246467868
98,doesnt,27458.903703703705,0.0037061226259953186,101.76606430132296
180,accid,22387.875,0.004428195780718622,99.13789361425592
244,movement,19581.19545454545,0.0050003100013015665,97.91204746880439
206,convey,20850.65,0.004673763276733972,97.4510022660332
212,peer,20668.4625,0.004687198680874181,96.87719016569748
94,effici,28134.65,0.003415981220323295,96.1074360403688
190,relat,21840.46153846154,0.004276703369034443,93.40517544280564
568,berkeley,9440.61328125,0.00980392156862745,92.55503216911765
109,exchang,26667.875,0.0034650015768716894,92.4042289268171
74,experi,29965.8125,0.0030435668177292204,91.2029525912955
121,person,25644.69333333333,0.003342957111589873,85.72910995320805
118,final,25753.525,0.003294352857039415,84.84119866258601
134,dump,24858.515625,0.003343423761307712,83.11255181146403
123,least,25331.489130434784,0.0032227045523064686,81.635905337354
112,high,26441.228571428568,0.0030607883152818025,80.9310034531239
141,second,24365.734615384616,0.0032403534691841755,78.95359269018249
342,resourc,15457.095,0.005101402154284286,78.85285773197687
76,simpl,29924.223214285714,0.0026052977230220744,77.96151060338288
477,pervas,11203.712,0.006944444444444444,77.80355555555555
368,viabl,14671.851923076923,0.005291005291005291,77.62884615384615
140,approxim,24404.453125,0.0031425606724570397,76.6924746234463
151,reduc,23925.05172413793,0.003170350027448922,75.85078839033757
95,manag,27899.717647058827,0.002718447318088159,75.84391261306395
527,lack,10134.956,0.007462686567164179,75.634
161,recent,23469.95357142857,0.003206743569821562,75.26212269918918
139,lost,24453.375,0.003067870858745093,75.01979656046579
267,wear,18608.095,0.0039306913382385076,73.14267783761929
675,computercommun,8118.375000000001,0.008849557522123894,71.84402654867257
185,shown,22139.67272727273,0.00323178677227496,71.55070146249669
417,spread,13183.829032258063,0.005349099099099099,70.52160799912815
361,cheap,14927.868000000002,0.004714295733103412,70.37438441673098
115,activ,26110.336000000007,0.0026459404422715573,69.08639398369898
137,technolog,24669.86851851852,0.0028000123462337857,69.07593643181605
676,experiment,8118.375000000001,0.00847457627118644,68.79978813559323
467,narrow,11393.98,0.006014307836594037,68.52690320399573
142,accuraci,24351.44444444444,0.0027667255623914783,67.37376382560039
327,feet,16239.594,0.004040046013790663,65.60870700527877
393,car,13960.157142857144,0.004651162790697674,64.93096345514951
228,leadership,20106.533333333333,0.003224771239382095,64.83897041701073
204,incorpor,20934.961904761898,0.003086278095511292,64.61111435703
129,start,25102.011538461542,0.002542444689230765,63.82047592497093
233,trigger,19983.905,0.003191660401937295,63.78183826457671
351,anim,15234.595588235294,0.004155895845810717,63.313392517753336
170,refer,22796.442105263155,0.002668737950922039,60.83773019231289
260,tabl,18776.361363636366,0.0032111960985443844,60.294578355768614
218,note,20357.63333333333,0.002928014951631714,59.60745477983616
358,compris,14940.402941176471,0.003989580018974478,59.60593304954517
215,skier,20499.95,0.002807064002004752,57.54467168789732
280,adapt,17967.022500000006,0.003136463861265066,56.35291676578634
133,mean,24885.0,0.002263536541764905,56.32810684181966
128,increas,25240.78333333333,0.0021903223855708775,55.285452764344306
221,main,20288.90434782609,0.002702469680737555,54.830148855384365
148,interest,23993.435,0.0022802751759465876,54.71163421618802
369,wild,14648.654411764704,0.0037314394871614575,54.66056750584071
73,radio,30031.406666666666,0.0018081228760244406,54.30047339319289
282,indoor,17937.375,0.0030192448915376175,54.15732783634457
157,addit,23704.384615384613,0.0022695580100645252,53.79847597749645
309,attempt,17156.292592592592,0.003130062777394564,53.70027284216415
255,adjust,18951.957142857143,0.002808869789596524,53.23357987229948
363,short,14865.568421052632,0.003560793097304589,52.93321342119329
138,expect,24640.82692307693,0.0021415920789338077,52.77059975684046
617,sever,8751.657894736842,0.006024096385542169,52.720830691185796
159,find,23512.558928571427,0.0022388304996331025,52.640634053706336
153,chanc,23838.4,0.002206529984715497,52.60014438764191
247,die,19450.839130434786,0.0026855701545201423,52.236593049068176
230,unlik,20014.073863636364,0.0026077741862915735,52.192185184123765
155,accur,23777.7265625,0.002172422856565931,51.65527666154986
154,byte,23814.578125,0.002131408478745581,50.75859373337404
107,coordin,26869.375,0.0018806687086075223,50.53239278234125
326,built,16305.33173076923,0.0030951501103011164,50.46744930498668
652,sight,8371.453846153847,0.006007018191892141,50.287475546431594
288,architectur,17748.0,0.0028095902435231533,49.864607642048924
315,context,16997.202,0.0028765379176126475,48.89309604632153
124,advantag,25279.073387096778,0.001926511570758808,48.70042737830299
105,goal,26968.4625,0.0018050063956071508,48.678247292191614
171,pass,22772.361538461544,0.00212473942082983,48.385334266158274
290,life,17691.545454545452,0.002687649279650953,47.548669396821175
200,extern,21114.6,0.002169908546272499,45.8167509911253
261,dynam,18757.354166666668,0.002433616227231205,45.64820147992286
270,head,18430.8075,0.002475762525883504,45.63030253027263
214,scenario,20574.321428571428,0.0022167547283868327,45.608224310136244
235,clear,19904.123076923075,0.00228843341487139,45.54926034294351
217,bit,20433.059090909093,0.002206363377270966,45.082753263795404
132,matur,24915.653846153848,0.001807186942241671,45.0272442881827
386,avoid,14151.868421052632,0.003176640670076693,44.95540078388982
313,skyscrap,17045.19230769231,0.0026122697230310113,44.52663978862571
274,draw,18240.406896551718,0.0024080368770758535,43.92357245976526
562,badg,9521.4,0.00451233431018249,42.963739900971554
179,rout,22412.859375,0.0018858502794245765,42.26729711504749
210,function,20738.196000000004,0.0020321901025671506,42.14395665629768
207,min,20798.99074074074,0.0019944616235464587,41.48278884090554
