,Words,Old_WScore,Position_Weight,SCScore
1,schedul,36489.280858676204,1.0987761127704245,40093.5501796845
0,servic,36850.83396430503,0.5340388847639345,19679.778272918375
6,web,33459.729498164015,0.4516217071661151,15111.140157277252
3,workflow,35008.237966468354,0.2652176607633482,9284.80298091337
2,busi,35242.345051379125,0.16101735091258637,5674.629040120364
4,provid,34995.031368307194,0.10028671204376673,3509.5366337960077
26,research,22502.066243833688,0.14556679875087328,3275.5537483949574
7,process,33389.386695511086,0.0873255607261791,2915.74691548873
5,assign,33835.17383720931,0.05406699816725344,1829.3662818450973
13,request,26771.107641196017,0.05644941240780402,1511.2132958515874
11,complet,27871.24716062737,0.050709626257991414,1413.3405268595181
8,algorithm,29827.042725797724,0.04493434267376356,1340.2585587859817
123,composit,13764.32135306554,0.0873245934804385,1201.9637666905674
48,aggreg,19370.58139534884,0.06117631556736233,1185.0208001651383
10,problem,28058.08333333333,0.04141122424416502,1161.9195807781355
58,function,18320.777845777237,0.052594451623057564,963.5712641065156
426,phan,5619.2618806875635,0.16666666666666666,936.5436467812606
21,scenario,24548.77167019028,0.03751405217857818,920.9239013555199
429,wensyan,5619.2618806875635,0.14285714285714285,802.7516972410805
14,metric,26751.000611995103,0.029649857282569542,793.1633503115853
16,type,26337.54407787993,0.029836521153209217,785.8206910032447
22,map,24484.99136212625,0.03142955859377322,769.5524706839782
12,time,26983.679826933483,0.028002601866681083,755.6132430916123
9,genet,28473.667262969586,0.02486028395504359,707.8634533988527
59,defin,18172.902692778458,0.035520158811765803,645.5043897182572
427,almaden,5619.2618806875635,0.1111111111111111,624.362431187507
52,multipl,18960.507399577167,0.032775336614891064,621.4370124102745
24,search,22695.131782945737,0.02606650910293056,591.5828592123637
54,improv,18776.84143763213,0.03084946821052298,579.255573024263
30,perform,21784.684822521416,0.025528217390579696,556.1241699345887
183,user,10877.163495419309,0.0478287642895095,520.2412889608673
80,provis,16769.816772374914,0.030888400251272347,517.9928126056165
428,center,5619.2618806875635,0.09090909090909091,510.8419891534149
