,Words,Old_WScore,Position_Weight,SCScore
10,base,34599.37742382271,0.5573599492268001,19284.30724422072
182,deadreckon,13835.565096952907,1.0715195871912366,14825.079001244461
2,receiv,39743.76385041551,0.21533095330984645,8558.062558031386
11,player,34433.69736842105,0.21030202497015502,7241.4762837884455
0,dr,41728.80512091039,0.15793283158793203,6590.348351526376
1,vector,39950.64750692521,0.14866681489030223,5939.335517659765
9,game,34766.576177285315,0.16515330461732783,5741.814945908734
14,comput,32460.055401662044,0.16458884773156518,5342.563115862324
4,error,37029.48221906117,0.131852080658368,4882.414276285257
3,time,37166.12326869806,0.10087147866163038,3749.0018102340005
8,algorithm,34975.88516746412,0.08485133632140233,2967.7505954832454
19,network,27354.193905817174,0.10530484669198095,2880.5291956347974
12,sender,34078.891966759,0.07372329421988716,2512.408179153123
13,export,32500.964438122333,0.07591932092611178,2467.4511495859556
7,delay,35051.76592797784,0.056943399750973935,1995.96671921441
5,schedul,36886.600478468914,0.04418048941104723,1629.6680618485254
162,state,14647.44459833795,0.10177492134459347,1490.7425218951353
63,posit,20454.812326869804,0.07200058440540837,1472.7584414375767
22,due,25836.034626038774,0.05593996582429129,1445.2668940158153
6,send,35279.69856459331,0.04031610751575258,1422.340120453486
55,distribut,21067.1675900277,0.05995070909989325,1262.9916357484499
37,path,23288.143669985773,0.052999995389417714,1234.2715071373434
503,aggarw,6055.263157894738,0.2,1211.0526315789475
69,real,19856.886426592795,0.05391933167950489,1070.6700453577155
76,multiplay,19224.76454293629,0.05396330830226533,1037.43189606893
226,object,12192.369806094179,0.08372689003897421,1020.8292060693566
33,inform,24016.350415512472,0.04215138715389776,1012.3224843879395
502,hemant,6055.263157894738,0.16666666666666666,1009.2105263157896
31,trajectori,24181.00853485064,0.04026136714645321,973.5604625931402
18,make,28177.685805422643,0.03427847074548423,965.8879785566263
23,entiti,25346.84210526316,0.037467071612301665,949.6719483035979
50,exchang,21403.75346260388,0.04161458001173322,890.708211020941
54,render,21109.59002770083,0.037998417943964295,802.131024498317
15,deviat,29462.26973684211,0.02458041786298909,724.1949013236767
30,budget,24397.017543859653,0.02899076561252391,707.288217258669
27,fair,25215.94736842105,0.027043698948440845,681.932489331308
170,movement,14289.734072022158,0.04458227830391265,637.0689012877948
269,inaccuraci,10948.718836565096,0.0577922077922078,632.7506340612297
38,vari,23266.754385964923,0.02689844996780926,625.8396287641842
44,dt,21736.002844950213,0.028606994278748164,621.8017090283446
25,estim,25263.54480796586,0.02289658322152661,578.4488561663568
498,univers,6055.263157894738,0.09090909090909091,550.4784688995217
36,paper,23386.875,0.02335447053483167,546.1880830892915
430,mukherje,8096.229224376731,0.06298597752353953,509.94891195201666
496,tallahasse,6055.263157894738,0.08333333333333333,504.6052631578948
21,equal,26632.360446570965,0.018937131543846478,504.3405130998483
34,bzflag,24015.954545454544,0.02013155593950084,483.47853237232766
41,increas,22191.46875,0.02170084852129529,481.57370180880815
85,play,18556.72009569378,0.02587964907504904,480.2414040604655
32,show,24114.234375,0.018496440485193485,446.0275009631944
45,current,21716.50355618777,0.020043957996126318,435.2846851029555
497,sudhir,6055.263157894738,0.07142857142857142,432.5187969924812
135,physic,15625.180921052632,0.02563018341751898,400.47625293849705
16,case,29404.125000000004,0.013548063820855577,398.36896209641503
52,implement,21266.407894736843,0.01869556860867376,397.58758785609393
40,refer,22436.800853485063,0.017273961290034074,387.57242941530444
499,sampath,6055.263157894738,0.058823529411764705,356.1919504643963
51,term,21344.381578947367,0.015823343730353094,337.7394864355009
26,assum,25255.953947368416,0.013201713675623946,333.4218726179022
