,Words,Old_WScore,Position_Weight,SCScore
2,rang,64842.19148936171,1.1171090985542662,72435.80208296397
0,queri,67398.08857001485,0.7781373517350053,52444.97015187269
1,sensor,65768.99696048631,0.49632896979942626,32643.05850613977
8,event,58406.399728383876,0.23849783868304547,13929.800100477569
3,network,64287.97971301338,0.20887516320656388,13428.162254775938
5,data,61844.39193729003,0.1440656685704707,8909.653671779915
16,attribut,51625.06747720365,0.16676739174734906,8609.37785195415
4,node,62202.897691263024,0.09695255443453478,6030.729824397976
7,zone,59086.313716613855,0.09389333322009115,5547.810942540867
20,multidimension,49384.01458966565,0.10376892288633595,5124.526001772704
10,distribut,54796.601682335466,0.09136945453123792,5006.735605880505
6,dim,61837.11124620061,0.05536210056457078,3423.4323714347092
37,index,41332.08698372966,0.0815747319889859,3371.6539182432
11,system,54582.83039513678,0.05870388568669923,3204.2242359726015
32,valu,43549.37446808511,0.07238461290991456,3152.3046133412568
13,cost,53408.252279635264,0.055907113901313935,2985.9012434676783
29,geograph,45348.36396559529,0.057209787364108936,2594.370259781926
23,insert,48553.010411951116,0.04879247460492803,2369.0215275179307
97,interest,31829.102393617028,0.06658817158470492,2119.441731573313
594,jin,12444.957446808508,0.16666666666666666,2074.1595744680844
18,design,50938.86018237082,0.038043499069061876,1937.8924799270974
30,size,44480.833250865915,0.03609694349690463,1605.6221245517436
21,gpsr,48948.09500247402,0.030221088450389517,1479.2647085478366
101,scale,31346.1083172147,0.04433745864090706,1389.8067810678997
35,code,42237.82888184699,0.03210934276872317,1356.2289253739002
12,section,53791.55015197569,0.024577740689828764,1322.0747709391776
24,work,48391.77142857144,0.02461435499624317,1191.1322408399149
27,effici,46107.31367781154,0.02511743254878952,1158.0973413083118
22,hash,48582.29544072948,0.023559019844050275,1144.551262357659
457,name,15914.553191489364,0.07142857142857142,1136.7537993920973
74,describ,34486.16028368794,0.03277822849911652,1130.3952418358801
189,level,25713.217021276603,0.04383069414267903,1127.0281506839033
442,lie,16399.574468085106,0.06651707234617985,1090.851681340181
399,temperatur,17634.153771760157,0.06075144811846939,1071.3003779781984
128,embed,29229.495164410062,0.03499392317408323,1022.854708200603
19,algorithm,50154.50727883538,0.019639708488005007,985.019902315852
67,support,34842.959949937416,0.027989243066201843,975.2280751847344
498,scalar,14462.489361702132,0.06634232640424591,959.4751898519769
9,rout,55638.006079027364,0.016863101677700474,938.2293536551555
172,correl,26425.325987841938,0.03514543677131774,928.7296236671583
51,databas,37736.218568665376,0.023813485059367485,898.6308770819388
14,messag,52216.019452887536,0.017081963280228117,891.9521269339019
17,locat,51482.20790273555,0.016282967496178916,838.2831179117683
235,paper,23638.34300451321,0.03357842507381439,793.7383294461713
241,occur,23526.17245240761,0.03367309816185421,792.1991143626318
425,list,16917.753587333,0.04480558158974431,758.0097886724384
28,final,45471.71556550952,0.01655906091285175,752.9689078611411
49,storag,38348.326032540666,0.019504547477875625,747.9667457987432
109,reason,30556.100125156445,0.022829808593961737,697.589917235252
86,simul,32690.83479349186,0.02004326142390695,655.2309479317106
55,structur,36832.06320400501,0.01720168764647071,633.5736466103614
59,show,36063.334793491864,0.01564500663046441,564.211111960838
136,indic,28841.5390070922,0.019423189394975445,560.1946745773239
75,commun,34439.38423028786,0.016220737170418695,558.6321999105618
65,enabl,35116.212765957454,0.01589821356885396,558.2850502825074
95,order,31948.682223747423,0.01728897297716768,552.3599036224866
108,altern,30765.473887814318,0.017906846419123223,550.9126159206369
