,Words,Old_WScore,Position_Weight,SCScore
14,distribut,90250.33472222222,1.147726073848547,103582.66233425331
19,inform,84467.85083333332,0.6888562668329683,58186.20839245402
1,system,116679.98166666664,0.22379722680058609,26112.656320143222
119,manag,52354.66242424242,0.40567513397411303,21238.984693124006
0,aggreg,117461.64916666668,0.1664052791152148,19546.238514912606
2,node,113414.20416666663,0.15542088853858665,17626.936384480006
8,sdim,96776.76666666666,0.13295227510105972,12866.691305257733
32,comput,78314.98965517242,0.1595215721930474,12492.930276075349
17,scalabl,86851.58735632182,0.1416943140983142,12306.37609880384
3,attribut,105089.34051724136,0.09971691484283635,10479.184819247588
7,network,97358.94540229882,0.0948599791223535,9235.46752823642
5,applic,99695.0712643678,0.08861251839769312,8834.231336573117
98,largescal,55633.88541666666,0.09141446329881904,5085.741776592578
13,provid,90297.43333333332,0.0558173035906976,5040.159249827443
6,tree,98270.37527777776,0.04868573471022269,4784.365420647914
4,dht,99742.55862068967,0.045464271195900546,4534.722734904043
94,build,56865.489080459774,0.07879985496753582,4480.992292198222
108,basic,54430.35555555555,0.07246204685341441,3944.1349745146717
66,rang,63356.85333333332,0.062090610181456,3933.8656826436804
123,present,52055.6112244898,0.07379806373999785,3841.603315169446
23,properti,81590.77931034482,0.04241434218817504,3460.6192330688373
15,flexibl,90045.88965517242,0.03440492698313648,3098.0222587177714
44,isol,72031.30804597701,0.041074837092965714,2958.6742435817364
39,robust,72786.87385057473,0.03944695414514469,2871.220475152052
193,view,43085.56363636364,0.06376741354324503,2747.4549541438
235,block,40524.248456790134,0.0677378732919114,2745.026407215986
462,univers,24313.216666666664,0.11221608348680172,2728.3339512993653
20,domain,82954.70689655172,0.03195924075658954,2651.1694495992156
10,probe,94895.87586206899,0.027685618059326993,2627.2509745225498
49,administr,71320.38620689655,0.03654463968221643,2606.3778159275535
11,propag,94392.7974137931,0.02622650497191327,2475.593170685647
16,function,89888.44827586207,0.026827281762441306,2411.462729085183
54,global,69207.69109195404,0.03416137079598288,2364.2295973260834
9,updat,95058.18620689656,0.02387705174742708,2269.709231078628
69,design,62829.667241379306,0.03557697598367042,2235.2895625085557
92,detail,57416.66886792452,0.038327260505430595,2200.62362505499
302,serv,35555.470588235294,0.06174172107023853,2195.2559475798935
30,tabl,79030.97356321839,0.02718213028644802,2148.230220060231
48,read,71649.76551724138,0.0287128871690717,2057.271632986996
141,nearbi,48850.73775510205,0.04153870550068668,2029.19640910046
55,queri,68977.38505747126,0.02798275648847045,1930.1773692746783
12,data,94187.95833333334,0.020268040434500537,1909.0053479430521
50,abstract,71242.19942528737,0.026772844733278914,1907.356343670511
646,texa,18950.24696969697,0.10018122508155129,1898.4589570221976
56,simpl,67527.69281609196,0.02798861128251637,1890.0063450347714
25,number,81291.6225,0.023242808351071818,1889.4456023151777
27,replic,80589.5125,0.02327358532631953,1875.6068955752442
21,level,82692.28275862067,0.02188794968941813,1809.9645247238275
29,oper,79181.80862068966,0.02208244652400651,1748.5280545404971
33,instal,77144.94482758621,0.021751896114101128,1678.0488256177184
18,valu,85270.26666666668,0.018748190143193785,1598.6631730275058
40,reconfigur,72786.42155172414,0.021875917818502788,1592.2697761684174
74,hierarch,62437.49425287358,0.024129140921348817,1506.5630976034934
37,api,73687.24913793104,0.02000532219548513,1474.1371607032943
28,rout,79434.25,0.018526015829876185,1471.6001729343423
22,strategi,82355.66120689655,0.01755719641825217,1445.9345199645131
729,tx,17047.338636363635,0.08333333333333333,1420.6115530303027
62,control,65209.44500000001,0.021385911480917542,1394.5634184897613
70,approach,62781.79137931033,0.021547924955226783,1352.8173291960827
26,local,80936.66551724137,0.01614319329237959,1306.5762358855013
57,failur,66259.85431034482,0.01962826281137583,1300.5658342469217
80,implement,61491.73333333332,0.020684878775810923,1271.9490497144916
51,reaggreg,70870.29333333332,0.01755792616645328,1244.3353777415525
31,key,78357.80689655173,0.01551039646565607,1215.3606511448368
105,hash,54911.98879310345,0.021858766897281258,1200.308362894569
145,broad,48454.108181818185,0.024631564089900602,1193.5004710994317
52,type,70727.45574712644,0.016487055142875705,1166.0874630181747
46,support,71923.11580459769,0.01611982665426699,1159.3881592048854
67,write,63306.31034482759,0.0170206580676963,1077.5150619067754
79,larg,61673.27327586207,0.017186126866237626,1059.924698775108
60,current,65299.91522988506,0.015475207455271622,1010.5297349941222
64,subtre,64955.04770114942,0.01511629985237235,981.8799779757239
63,monitor,65051.01149425288,0.014918415012849982,970.4579864769389
73,simul,62461.85948275861,0.01539031031849834,961.3074005100932
128,achiev,50758.758620689645,0.018576885644175423,942.9396543368549
234,accommod,40569.49528301886,0.023032335499804768,934.4102264162375
47,increas,71715.65689655172,0.012575844352000674,901.8849387325182
84,order,59808.61,0.014524561309284522,868.6938227680873
58,experi,65619.14666666668,0.012880555688275041,845.2110728570877
112,lazi,53583.554022988515,0.015131874343981545,810.819606379809
436,summari,25847.486363636366,0.030584695299632588,790.5374946932266
81,file,60454.33194444445,0.013056196766943733,789.3036532807989
111,observ,53930.825287356325,0.01458995061437745,786.8480775351474
61,adapt,65264.110344827575,0.011890796424942791,776.0422499653475
106,cost,54839.22758620691,0.013795016159083372,756.5080307033749
90,ondemand,57869.43083333334,0.012844545069905238,743.306512508514
53,virtual,69521.63793103448,0.010515218356255742,731.0352033293792
326,extens,33658.00747126437,0.02153114402374105,724.6954064159454
65,leaf,64394.226060606066,0.011206140302397085,721.6107318994262
82,path,60413.11379310345,0.011884425947431271,717.9751771278766
34,set,75893.58333333331,0.009300286589279016,705.8320752873293
36,result,73968.3775862069,0.009533525856082841,705.1794402506019
107,state,54517.83515151514,0.012892236809246956,702.856841100821
117,leve,52691.62746913581,0.013210704025574237,696.0934951205705
225,avail,41221.39559748428,0.01682584310203855,693.5847347703332
233,evalu,40730.94827586207,0.016782814424016416,683.5799462280046
76,store,61925.46,0.010821983188846763,670.1562870816026
88,section,58765.802586206904,0.011381338924379286,668.8335163967855
83,astrolab,59894.61494252872,0.011124370917547881,666.2899125843953
43,time,72221.23965517241,0.009092321225381238,656.6587102400692
276,secur,37158.11320754717,0.017471345337173285,649.2022279268363
163,spatial,45405.282758620684,0.013976202366570318,634.5934203458288
68,latenc,63052.0551724138,0.00992833591122969,626.0019836451116
41,root,72781.44597701148,0.00852520313949136,620.476611739939
24,figur,81318.90201149425,0.007586195581752419,616.9010951525556
100,handl,55469.72988505746,0.011081790820553345,614.7039434588033
134,exist,49743.97701149424,0.012171551061085119,605.4613561768464
45,note,71963.47701149425,0.00816731317848941,587.7482541658967
59,maintain,65443.64655172414,0.008688149562424068,568.5841891517974
290,leverag,36218.85804597701,0.015576112545476225,564.149009192765
103,request,55327.65185185184,0.009825558237494248,543.6250654141768
72,requir,62620.533055555556,0.00868029792386,543.5648830731454
120,work,52235.15251572328,0.010028514493166597,523.8409840566985
75,gener,62192.56,0.008415881662498912,523.4052252478633
293,creat,36151.65,0.014291843406127797,516.67372067314
102,interfac,55387.385,0.009123182398975903,505.309215957302
176,scale,44315.857547169806,0.011360249485361061,503.4391978935699
38,adht,73120.85948275862,0.006863719200003886,501.8810471525965
42,perform,72743.02758620691,0.006855627217665172,498.6990798153685
78,singl,61779.349137931036,0.007944452382992887,490.80309747858576
155,consist,46360.02583333333,0.010572830162341122,490.15667945758025
236,readdomin,40420.465833333335,0.011824844035093925,477.9657043050095
96,mechan,56702.0575,0.007988899354006627,452.98703053259663
113,answer,53474.731034482764,0.008342081697649458,446.0905750494862
124,satisfi,51928.24999999999,0.00856224920626612,444.6226173452886
35,algorithm,75487.59137931034,0.005770315975049065,435.5872544540105
71,continu,62632.1224137931,0.0068505783602671256,429.0662624655326
97,machin,56036.802586206904,0.007215286501170027,404.3215852689883
87,issu,59236.587068965506,0.0067776162293083295,401.48285388745654
138,ancestor,49168.188271604944,0.008156122101442492,401.02174704992257
136,defin,49298.45359477124,0.008029698178071407,395.85170301167244
228,research,41089.42558139535,0.009357630391175528,384.4996575764103
137,receiv,49226.87160493827,0.007779981214996257,382.9841363594524
185,argument,43693.42993197279,0.008686028227655643,379.5223657522096
115,base,53015.101851851854,0.0071476469678899675,378.9332320037667
140,tupl,48943.37407407408,0.007719182553959883,377.8028392845251
230,comparison,40936.1882183908,0.009164355256549316,375.1537716823019
131,affect,50235.113157894724,0.0074539267879864275,374.4488556651609
260,writedomin,37957.570175438595,0.0096516161064943,366.3518956686508
149,copi,47514.038888888885,0.00765797210628752,363.8611844681716
135,servic,49609.42325581396,0.007165398658973474,355.47129486965684
195,develop,42884.8,0.008063414082361381,345.79790023925136
174,chang,44506.86571428571,0.007749089570004894,344.8876889001798
184,name,43717.02898550725,0.007811704842006264,341.50452700421516
130,gossip,50305.880246913584,0.006777256204652313,340.93583903389134
118,reduct,52403.172222222216,0.006288828742312989,329.5545756594887
86,pastri,59643.19333333332,0.005419072533811394,323.21079082146946
147,multicast,47580.59920634921,0.006613464832747889,314.6726195722626
160,mib,45839.73333333334,0.006846620199664286,313.8472441872243
129,prototyp,50476.943030303024,0.00621267419821925,313.5968015693466
122,converg,52081.91666666666,0.00599956364896149,312.46877400157484
150,load,47458.66666666666,0.006504840533690467,308.7110586082379
421,tunabl,26750.98275862069,0.011321943032192663,302.87310284827157
183,eventu,43755.478368794335,0.006804869566604837,297.7503231240448
104,ensur,55100.629310344826,0.005356425540771275,295.1424181505013
221,expos,41376.468571428566,0.00688772606428662,284.9897810275647
166,hierarchi,45006.7518115942,0.006324624764896082,284.65081709514027
77,addit,61904.45416666668,0.004415537151767653,273.3414172328146
85,locat,59644.569444444445,0.004466551344318933,266.4055318334073
410,flat,27571.400574712643,0.009642036124794745,265.8444403525659
322,memori,34150.950000000004,0.00777760261327477,265.61251796581604
110,child,54062.47098765431,0.004885866451609864,264.1420132897118
93,respect,56938.85287356322,0.004611264169975143,262.56009213534827
161,least,45715.548780487814,0.005725049121545392,261.7237623866973
339,subject,32626.255000000005,0.008013541229088933,261.45183959326897
210,cach,42025.66829268292,0.006174637243818548,259.4932566363642
95,intern,56837.020689655175,0.004512555682186903,256.480220671678
89,protocol,58408.17192982456,0.004349529959183879,254.0480936699348
456,magnitud,24764.12672413793,0.010204571072259395,252.70729119890373
126,send,51648.009259259255,0.004844179410619941,250.19222305321176
333,experiment,33039.60666666667,0.007456503728251864,246.35995028997513
91,case,57637.31120689655,0.004226372861358456,243.59676788649915
164,leav,45308.02631578947,0.005342766501901682,242.07020526727987
455,modestli,24764.12672413793,0.009670231729055258,239.47484399010386
198,parent,42689.316666666666,0.00551598017260649,235.47342431545312
99,return,55556.33103448276,0.004125362154759854,229.18998550696554
274,share,37176.36666666667,0.006148622898996278,228.5834593881486
454,grace,24764.12672413793,0.009198519059289773,227.79329165864996
153,form,46699.93023255814,0.004769407931117504,222.73101763379688
157,default,45971.6,0.0047234055987062755,217.1425128214854
239,disconnect,40088.88947368421,0.0053924761513436765,216.17838042069468
127,effici,51512.16206896552,0.004073693957064245,209.84478333565886
132,match,50092.51981132075,0.004092122062579812,204.98470549012197
125,structur,51873.62962962964,0.0038651657993061736,200.50017913031988
218,domainscop,41565.02857142857,0.00479682777774802,199.38028363431866
420,goal,26756.39766081871,0.007342548334636331,196.46014308531184
208,similarli,42184.43333333333,0.004642348272443642,195.83483120901397
231,address,40896.453921568616,0.004763599512407005,194.81432795995983
152,polici,47201.25,0.004091202921927732,193.10989191864135
196,particip,42777.72826086957,0.00443010210999852,189.50970422942157
254,associ,38567.4625,0.004851488701048313,187.10960854685453
178,make,44270.081300813006,0.0042232725436089575,186.96461886105988
301,fundament,35625.37843137255,0.005207196130578471,185.50833271823683
165,appli,45237.0875,0.004084802724910402,184.78457828701028
320,unstructur,34307.416000000005,0.005356398532923102,183.76419273078258
399,foo,28652.73666666667,0.006166110835445273,176.67595002549342
194,logic,43076.1375,0.00408753222442727,176.07510013510992
181,guarante,43895.97083333333,0.004001484752097496,175.64905796809975
146,layer,48304.454545454544,0.0036120793237215307,174.47952150728287
139,space,48971.723270440256,0.003522668203616938,172.51113244110758
151,depart,47210.525786163525,0.0036539071534069808,172.50287788616762
224,mesh,41224.9452991453,0.004148204207589293,171.00949154755298
142,compar,48785.443396226416,0.003472185167915714,169.39209297056897
121,scheme,52155.59649122807,0.0032423046928559043,169.1043352622077
171,prefix,44649.164000000004,0.003644843197608281,162.73920168429655
188,limit,43465.84444444445,0.0037028140009079096,160.94593737017416
