,Words,Old_WScore,Position_Weight,SCScore
47,assign,28976.967406066087,1.060110808736807,30718.796351584817
10,distribut,38111.83340878225,0.5472066834038184,20855.04995805858
1,game,48512.8836577637,0.42658132952664735,20694.690409900402
5,architectur,42209.44047080127,0.18420354920751772,7775.128744785033
4,client,43495.154368492535,0.1506321585989166,6551.768991119127
3,server,44815.70801267542,0.1356861218494124,6080.869618175565
9,proxi,39219.522861023084,0.1367064097330653,5361.560161774343
0,player,52469.5352743561,0.0982258951581211,5153.867070854239
2,network,46225.74860022397,0.10368946207062753,4793.123006169287
12,state,37700.30149388864,0.1270052441794509,4788.135996870244
7,author,40731.07741059303,0.10520741881529616,4285.21151993451
20,propos,35732.151199637854,0.10051208458482322,3591.5130037756926
21,commun,35313.761883205065,0.07389692169969164,2609.57829680476
366,aggarw,12344.119820828668,0.20108548481046606,2482.223318729816
193,comput,18453.812989921607,0.12834610208096078,2368.4749657874386
16,play,36584.415957446814,0.05736363693799775,2098.6151545716702
19,multiplay,35915.938969764844,0.05491254656600108,1972.2356711388647
27,experi,33032.987234042565,0.054007989641347176,1784.0452323589243
26,consist,33278.27614305115,0.04953208493133482,1648.342400286023
543,justin,8644.932810750279,0.16666666666666666,1440.8221351250463
90,proxybas,23406.874603893168,0.061231384144100474,1433.2353304837723
33,inform,31436.33997283839,0.04210400134264097,1323.5957004241056
36,region,31199.726279470968,0.041719892717540466,1301.6492331961567
18,object,36044.8189225894,0.032659053991445655,1177.1896873047292
50,connect,28278.139417693164,0.040289989125389176,1139.3259296250967
38,space,31058.526935264825,0.0343984711979392,1068.365844233126
14,decis,36719.27234042554,0.028835426689650407,1058.8158856696484
25,latenc,34108.7931190584,0.030884758090853805,1053.4418242530976
94,lead,23214.003191489366,0.04421895307056407,1026.4989177043929
110,present,22149.05263157895,0.0438363478402589,970.9335754900967
45,implement,29396.89180624717,0.0329703162419345,969.2248193819023
43,support,29880.322508398658,0.032323555381975476,965.8382594315124
143,massiv,20545.696528555432,0.046944618035228196,964.5098758007487
