homogen	valu	1
homogen	forward	1
homogen	attempt	2
homogen	read	1
homogen	null	1
homogen	sensor	2
homogen	term	2
homogen	assum	2
homogen	call	1
homogen	immedi	1
homogen	possess	1
homogen	messag	1
homogen	dimension	1
homogen	hop	1
homogen	node	2
slowlychang	valu	2
slowlychang	tree	2
slowlychang	final	1
slowlychang	construct	2
slowlychang	read	2
slowlychang	attribut	1
slowlychang	sensor	2
slowlychang	srt	2
slowlychang	mulitpl	1
slowlychang	work	2
slowlychang	fix	1
slowlychang	issu	1
slowlychang	queri	1
slowlychang	base	2
slowlychang	support	1
slowlychang	node	1
slowlychang	rout	2
slowlychang	built	1
slowlychang	singl	1
iptp	march	2
iptp	volum	2
iptp	cambridg	2
iptp	lnc	2
iptp	springerverlag	1
iptp	ma	2
iptp	peertop	2
iptp	network	1
iptp	proceed	2
iptp	st	2
iptp	workshop	2
iptp	intern	2
iptp	system	2
iptp	complex	1
iptp	rowstron	2
iptp	queri	1
iptp	page	2
iptp	editor	2
iptp	druschel	2
iptp	kaashoek	2
effici	dimens	3
effici	fact	2
effici	map	1
effici	packet	3
effici	section	3
effici	fall	2
effici	scientist	1
effici	obstacl	2
effici	provid	1
effici	lineag	1
effici	retriev	2
effici	valu	6
effici	mechan	2
effici	datadriven	2
effici	straightforward	2
effici	localitypreserv	5
effici	add	2
effici	close	3
effici	bandwidth	2
effici	existenti	4
effici	cost	4
effici	empti	1
effici	relat	2
effici	robust	2
effici	focu	2
effici	acknowledg	2
effici	hash	9
effici	forward	2
effici	insight	1
effici	flood	1
effici	respond	1
effici	commun	4
effici	void	3
effici	case	5
effici	tradit	1
effici	describ	3
effici	reason	2
effici	function	1
effici	ak	1
effici	inspir	1
effici	local	3
effici	order	2
effici	relationship	1
effici	trigger	2
effici	skew	2
effici	rest	1
effici	repres	1
effici	locat	6
effici	leverag	3
effici	oper	3
effici	trace	1
effici	receiv	1
effici	primit	1
effici	return	1
effici	review	1
effici	build	3
effici	illustr	1
effici	dif	3
effici	final	2
effici	event	14
effici	focus	1
effici	failur	4
effici	algorithm	2
effici	start	1
effici	testb	1
effici	store	6
effici	ght	4
effici	tradeoff	4
effici	research	1
effici	discoveri	2
effici	rendezv	2
effici	member	1
effici	effect	1
effici	way	1
effici	reli	2
effici	elig	1
effici	geograph	4
effici	indic	3
effici	discov	1
effici	problem	3
effici	limit	2
effici	neg	1
effici	thought	1
effici	travers	2
effici	match	3
effici	consist	4
effici	energyeffici	2
effici	includ	6
effici	valid	1
effici	distribut	12
effici	innetwork	2
effici	keepal	2
effici	user	2
effici	interest	4
effici	graph	2
effici	longliv	1
effici	ai	1
effici	assumpt	1
effici	construct	1
effici	marin	1
effici	obtain	1
effici	lost	1
effici	part	1
effici	basic	3
effici	experi	1
effici	zone	4
effici	exactmatch	1
effici	period	2
effici	access	2
effici	read	1
effici	idea	2
effici	foundat	1
effici	xk	2
effici	attribut	6
effici	combin	1
effici	sensor	8
effici	key	3
effici	recoveri	2
effici	greatli	1
effici	long	1
effici	insert	2
effici	network	14
effici	enabl	9
effici	scheme	1
effici	own	1
effici	maintain	1
effici	answer	4
effici	assum	1
effici	implement	3
effici	enl	1
effici	addit	1
effici	process	1
effici	techniqu	5
effici	lab	1
effici	planar	2
effici	previous	1
effici	properti	3
effici	querier	1
effici	nearbi	3
effici	space	1
effici	call	5
effici	shepherd	1
effici	determin	1
effici	work	7
effici	detect	3
effici	mode	1
effici	form	2
effici	databas	4
effici	notic	1
effici	loss	2
effici	assert	3
effici	microorgan	1
effici	discuss	5
effici	larger	1
effici	resolut	2
effici	gpsr	7
effici	deliv	1
effici	shrink	1
effici	simpl	1
effici	largers	1
effici	underli	4
effici	hashtabl	2
effici	protocol	2
effici	attent	1
effici	invok	1
effici	tupl	1
effici	level	1
effici	correl	2
effici	achiev	2
effici	observ	1
effici	end	2
effici	zhang	1
effici	neighbor	3
effici	drilldown	2
effici	challeng	2
effici	system	10
effici	owner	2
effici	set	1
effici	make	1
effici	featur	2
effici	yk	2
effici	messag	2
effici	queri	27
effici	rang	18
effici	essenti	4
effici	direct	1
effici	special	1
effici	benefit	3
effici	necessarili	2
effici	paper	6
effici	temperatur	1
effici	index	5
effici	capabl	2
effici	respons	1
effici	highli	2
effici	nearest	2
effici	mean	1
effici	abil	2
effici	present	2
effici	compar	4
effici	evalu	2
effici	fashion	2
effici	gener	1
effici	central	3
effici	small	1
effici	structur	8
effici	deal	4
effici	continu	1
effici	scale	1
effici	multidimension	11
effici	approach	3
effici	extract	1
effici	remain	2
effici	datacentr	3
effici	literatur	2
effici	perimet	2
effici	rule	1
effici	base	2
effici	exist	6
effici	point	1
effici	error	2
effici	suit	1
effici	search	3
effici	confid	1
effici	feasibl	3
effici	check	1
effici	growth	1
effici	support	8
effici	significantli	2
effici	righthand	1
effici	earli	1
effici	fail	1
effici	precomput	2
effici	resolv	4
effici	complet	2
effici	design	6
effici	circumnavig	1
effici	dim	9
effici	automat	1
effici	initi	2
effici	real	2
effici	left	1
effici	node	15
effici	classic	1
effici	situat	2
effici	light	1
effici	rout	3
effici	distinct	1
effici	data	18
effici	fang	1
effici	built	3
effici	storag	5
effici	exchang	1
effici	singl	1
effort	internet	1
effort	research	2
effort	similar	1
effort	exampl	2
effort	sensor	2
effort	network	2
effort	recent	1
effort	bodi	1
effort	dht	1
effort	work	2
effort	unclear	1
effort	databas	2
effort	translat	1
effort	address	1
effort	system	2
effort	directli	1
effort	context	1
effort	queri	1
effort	rang	1
effort	spirit	1
effort	literatur	1
effort	support	1
effort	contribut	2
effort	vision	2
effort	express	2
effort	interfac	2
dimens	section	1
dimens	heidemann	1
dimens	lack	2
dimens	impact	1
dimens	uniform	2
dimens	localitypreserv	1
dimens	conduct	1
dimens	close	2
dimens	cost	2
dimens	relat	2
dimens	hash	6
dimens	case	1
dimens	edinburgh	1
dimens	describ	1
dimens	skew	1
dimens	repres	1
dimens	locat	2
dimens	leverag	2
dimens	oper	2
dimens	trace	2
dimens	primit	2
dimens	dif	4
dimens	final	2
dimens	event	5
dimens	scotland	1
dimens	ganesan	1
dimens	simpler	1
dimens	store	1
dimens	ght	4
dimens	rendezv	2
dimens	geograph	2
dimens	thought	2
dimens	similar	2
dimens	consist	2
dimens	includ	2
dimens	distribut	3
dimens	architectur	2
dimens	interest	1
dimens	longliv	1
dimens	experi	2
dimens	degrad	2
dimens	attribut	3
dimens	sensor	4
dimens	key	2
dimens	indyk	1
dimens	network	6
dimens	factor	1
dimens	proceed	2
dimens	enabl	3
dimens	addit	2
dimens	omit	2
dimens	affect	1
dimens	equal	2
dimens	properti	2
dimens	space	2
dimens	examin	1
dimens	normal	2
dimens	work	4
dimens	notic	2
dimens	confer	1
dimens	workshop	1
dimens	discuss	1
dimens	gpsr	2
dimens	solut	1
dimens	hashtabl	2
dimens	high	2
dimens	protocol	1
dimens	end	2
dimens	septemb	1
dimens	nj	1
dimens	hotnetsi	1
dimens	system	2
dimens	set	3
dimens	featur	2
dimens	queri	5
dimens	rang	4
dimens	demonstr	2
dimens	highli	2
dimens	nearest	1
dimens	number	2
dimens	motwani	1
dimens	abil	1
dimens	princeton	1
dimens	gener	3
dimens	gioni	1
dimens	handl	2
dimens	midpoint	2
dimens	multidimension	1
dimens	approach	1
dimens	datacentr	2
dimens	hot	1
dimens	topic	1
dimens	search	4
dimens	dimension	3
dimens	dim	3
dimens	node	1
dimens	estrin	1
dimens	rout	1
dimens	data	8
dimens	built	1
dimens	storag	4
dimens	singl	2
addri	true	2
addri	codem	2
addri	closer	1
addri	codeb	1
addri	path	2
addri	figur	2
addri	addrm	2
addri	ax	2
addri	describ	1
addri	repres	2
addri	return	1
addri	tree	1
addri	event	2
addri	lengthcodeza	2
addri	sendmessagec	2
addri	codea	1
addri	bound	2
addri	store	2
addri	geograph	2
addri	ownermsg	2
addri	exit	2
addri	coordin	2
addri	zone	2
addri	root	2
addri	boundari	2
addri	lengthc	2
addri	procedur	1
addri	mod	2
addri	leaf	2
addri	insert	2
addri	determin	2
addri	caller	2
addri	closeri	2
addri	encode	2
addri	intern	2
addri	neighbor	2
addri	ownerm	2
addri	branch	2
addri	containza	2
addri	sourcem	2
addri	ay	2
addri	codeza	2
addri	lengthcodem	2
addri	updat	2
addri	code	2
addri	left	2
addri	node	2
addri	resid	2
develop	map	2
develop	packet	1
develop	section	1
develop	fall	1
develop	linux	1
develop	machin	1
develop	robust	1
develop	hash	2
develop	deliveri	1
develop	local	2
develop	order	1
develop	locat	1
develop	independ	2
develop	event	2
develop	algorithm	3
develop	simpler	1
develop	store	1
develop	decid	1
develop	geograph	2
develop	variant	1
develop	claim	1
develop	differ	1
develop	preserv	2
develop	part	1
develop	zone	2
develop	attribut	1
develop	insert	1
develop	network	1
develop	enabl	1
develop	scheme	2
develop	own	1
develop	implement	2
develop	previous	2
develop	space	1
develop	pc	1
develop	discuss	1
develop	gpsr	3
develop	test	2
develop	class	1
develop	extens	1
develop	import	1
develop	queri	2
develop	datadepend	2
develop	essenti	1
develop	platform	1
develop	index	2
develop	structur	4
develop	pda	1
develop	literatur	4
develop	fullfeatur	1
develop	experiment	1
develop	resolv	2
develop	dim	4
develop	node	2
develop	classic	2
develop	establish	2
develop	rout	2
develop	data	1
impract	altern	1
impract	cost	1
impract	extern	2
impract	event	1
impract	store	1
impract	access	2
impract	sensor	2
impract	insert	1
impract	network	2
impract	scheme	1
impract	implement	1
impract	hotspot	2
impract	system	2
impract	queri	1
impract	gener	1
impract	incur	1
impract	point	2
impract	link	2
impract	node	2
fact	walk	1
fact	prefix	2
fact	closest	1
fact	bandwidth	2
fact	cost	1
fact	case	2
fact	origin	2
fact	reason	2
fact	locat	2
fact	return	2
fact	build	1
fact	event	2
fact	tradeoff	1
fact	geograph	2
fact	indic	1
fact	limit	2
fact	travers	2
fact	similar	1
fact	energyeffici	2
fact	distribut	1
fact	innetwork	1
fact	zone	2
fact	access	2
fact	signific	1
fact	centroid	2
fact	tinydb	2
fact	sensor	4
fact	network	4
fact	encapsul	2
fact	own	2
fact	bodi	1
fact	answer	1
fact	work	2
fact	result	1
fact	databas	2
fact	notic	2
fact	assert	2
fact	shrink	1
fact	respect	1
fact	achiev	1
fact	system	2
fact	owner	2
fact	find	2
fact	import	2
fact	messag	2
fact	queri	2
fact	rang	2
fact	spirit	1
fact	direct	2
fact	area	1
fact	prior	1
fact	index	2
fact	capabl	1
fact	depart	1
fact	central	2
fact	structur	1
fact	overlap	2
fact	multidimension	2
fact	literatur	1
fact	perimet	2
fact	compon	2
fact	feasibl	2
fact	significantli	1
fact	precomput	1
fact	resolv	1
fact	dim	2
fact	code	2
fact	initi	1
fact	node	2
fact	situat	1
fact	rout	2
fact	data	1
zonebas	freenet	1
zonebas	domain	1
zonebas	hash	1
zonebas	internet	1
zonebas	topolog	1
zonebas	atop	2
zonebas	tabl	1
zonebas	similar	2
zonebas	consist	1
zonebas	distribut	1
zonebas	construct	2
zonebas	chord	1
zonebas	exampl	1
zonebas	network	2
zonebas	dht	1
zonebas	work	2
zonebas	physic	2
zonebas	underli	2
zonebas	pure	1
zonebas	class	1
zonebas	detail	1
zonebas	system	2
zonebas	make	1
zonebas	logic	1
zonebas	can	1
zonebas	superfici	2
zonebas	exemplifi	1
zonebas	overlay	2
aris	walk	2
aris	demand	1
aris	datadriven	1
aris	case	1
aris	manner	1
aris	event	1
aris	algorithm	2
aris	effect	2
aris	travers	1
aris	interest	2
aris	zone	1
aris	insert	1
aris	network	1
aris	format	1
aris	process	1
aris	outer	1
aris	respect	2
aris	perimet	2
aris	resolv	1
aris	entir	1
springer	comer	1
springer	privaci	1
springer	anonym	1
springer	workshop	1
springer	intern	1
springer	issu	1
springer	york	2
springer	design	1
springer	unobserv	1
walk	map	1
walk	packet	2
walk	section	1
walk	refin	2
walk	prefix	1
walk	closest	2
walk	mechan	2
walk	demand	1
walk	datadriven	1
walk	summari	1
walk	robust	1
walk	hash	1
walk	extern	2
walk	avoid	1
walk	case	2
walk	origin	1
walk	order	1
walk	frequent	2
walk	locat	3
walk	leverag	2
walk	return	2
walk	manner	1
walk	event	6
walk	failur	1
walk	algorithm	2
walk	store	2
walk	ght	2
walk	discoveri	1
walk	heard	1
walk	effect	2
walk	forc	2
walk	geograph	2
walk	travers	2
walk	includ	1
walk	interest	2
walk	nomin	2
walk	zone	6
walk	boundari	4
walk	centroid	3
walk	interact	1
walk	procedur	1
walk	insert	5
walk	network	3
walk	encapsul	1
walk	format	1
walk	own	2
walk	assum	1
walk	process	1
walk	outer	1
walk	result	2
walk	mode	1
walk	fix	2
walk	notic	1
walk	loss	1
walk	gpsr	3
walk	simpl	2
walk	respect	2
walk	address	2
walk	invok	2
walk	conserv	1
walk	destin	2
walk	owner	2
walk	make	1
walk	find	1
walk	messag	4
walk	queri	1
walk	rang	1
walk	direct	1
walk	undecid	2
walk	pseudocod	1
walk	sourc	1
walk	evalu	2
walk	small	1
walk	overlap	1
walk	perimet	10
walk	exist	1
walk	point	1
walk	larg	1
walk	support	1
